id,food_code,component,unity,value
170649,BRC0191E,Fósforo,mg,188.00
170650,BRC0191E,Potássio,mg,305.00
170651,BRC0191E,Manganês,mg,0.01
170652,BRC0191E,Zinco,mg,0.42
170653,BRC0191E,Cobre,mg,0.00
170654,BRC0191E,Selênio,mcg,30.50
170655,BRC0191E,Vitamina A (RE),mcg,0.00
170656,BRC0191E,Vitamina A (RAE),mcg,0.00
170657,BRC0191E,Vitamina D,mcg,2.33
170658,BRC0191E,Alfa-tocoferol (Vitamina E),mg,0.56
170659,BRC0191E,Tiamina,mg,0.00
170660,BRC0191E,Riboflavina,mg,0.00
170661,BRC0191E,Niacina,mg,1.13
170662,BRC0191E,Vitamina B6,mg,0.00
170663,BRC0191E,Vitamina B12,mcg,2.01
170664,BRC0191E,Vitamina C,mg,0.00
170665,BRC0191E,Equivalente de folato,mcg,9.92
170666,BRC0191E,Sal de adição,g,9.92
170667,BRC0191E,Açúcar de adição,g,0.00
170668,BRC0191E,Gordura de adição,g,0.00
170669,BRC0191E,Proteína vegetal,g,0.00
170670,BRC0191E,Proteína animal,g,0.00
170671,BRC0190E,Energia,kJ,418.00
170672,BRC0190E,Energia,kcal,99.00
170673,BRC0190E,Umidade,g,76.90
170674,BRC0190E,Carboidrato total,g,0.00
170675,BRC0190E,Carboidrato disponível,g,0.00
170676,BRC0190E,Proteína,g,19.30
170677,BRC0190E,Lipídios,g,2.42
170678,BRC0190E,Fibra alimentar,g,0.00
170679,BRC0190E,Álcool,g,0.00
170680,BRC0190E,Cinzas,g,1.37
170681,BRC0190E,Colesterol,mg,68.90
170682,BRC0190E,Ácidos graxos saturados,g,1.08
170683,BRC0190E,Ácidos graxos monoinsaturados,g,0.60
170684,BRC0190E,Ácidos graxos poliinsaturados,g,0.48
170685,BRC0190E,Ácidos graxos trans,g,0.00
170686,BRC0190E,Cálcio,mg,18.60
170687,BRC0190E,Ferro,mg,0.18
170688,BRC0190E,Sódio,mg,81.40
170689,BRC0190E,Magnésio,mg,27.60
170690,BRC0190E,Fósforo,mg,189.00
170691,BRC0190E,Potássio,mg,306.00
170692,BRC0190E,Manganês,mg,0.01
170693,BRC0190E,Zinco,mg,0.42
170694,BRC0190E,Cobre,mg,0.00
170695,BRC0190E,Selênio,mcg,30.70
170696,BRC0190E,Vitamina A (RE),mcg,0.00
170697,BRC0190E,Vitamina A (RAE),mcg,0.00
170698,BRC0190E,Vitamina D,mcg,2.34
170699,BRC0190E,Alfa-tocoferol (Vitamina E),mg,0.56
170700,BRC0190E,Tiamina,mg,0.00
170701,BRC0190E,Riboflavina,mg,0.00
170702,BRC0190E,Niacina,mg,1.13
170703,BRC0190E,Vitamina B6,mg,0.00
170704,BRC0190E,Vitamina B12,mcg,2.01
170705,BRC0190E,Vitamina C,mg,0.00
170706,BRC0190E,Equivalente de folato,mcg,9.96
170707,BRC0190E,Sal de adição,g,0.00
170708,BRC0190E,Açúcar de adição,g,0.00
170709,BRC0190E,Gordura de adição,g,0.00
170710,BRC0190E,Proteína vegetal,g,0.00
170711,BRC0190E,Proteína animal,g,19.30
170712,BRC0402E,Energia,kJ,575.00
170713,BRC0402E,Energia,kcal,138.00
170714,BRC0402E,Umidade,g,74.00
170715,BRC0402E,Carboidrato total,g,0.47
170716,BRC0402E,Carboidrato disponível,g,0.97
170717,BRC0402E,Proteína,g,18.00
170718,BRC0402E,Lipídios,g,7.20
170719,BRC0402E,Fibra alimentar,g,0.51
170720,BRC0402E,Álcool,g,0.00
170721,BRC0402E,Cinzas,g,1.35
170722,BRC0402E,Colesterol,mg,60.60
170723,BRC0402E,Ácidos graxos saturados,g,1.72
170724,BRC0402E,Ácidos graxos monoinsaturados,g,1.70
170725,BRC0402E,Ácidos graxos poliinsaturados,g,3.44
170726,BRC0402E,Ácidos graxos trans,g,0.00
170727,BRC0402E,Cálcio,mg,18.90
170728,BRC0402E,Ferro,mg,0.29
170729,BRC0402E,Sódio,mg,84.90
170730,BRC0402E,Magnésio,mg,31.70
170731,BRC0402E,Fósforo,mg,202.00
170732,BRC0402E,Potássio,mg,417.00
170733,BRC0402E,Manganês,mg,0.03
170734,BRC0402E,Zinco,mg,0.42
170735,BRC0402E,Cobre,mg,0.04
170736,BRC0402E,Selênio,mcg,30.10
170737,BRC0402E,Vitamina A (RE),mcg,20.20
170738,BRC0402E,Vitamina A (RAE),mcg,10.10
170739,BRC0402E,Vitamina D,mcg,2.06
170740,BRC0402E,Alfa-tocoferol (Vitamina E),mg,1.10
170741,BRC0402E,Tiamina,mg,0.02
170742,BRC0402E,Riboflavina,mg,0.01
170743,BRC0402E,Niacina,mg,1.35
170744,BRC0402E,Vitamina B6,mg,0.02
170745,BRC0402E,Vitamina B12,mcg,1.99
170746,BRC0402E,Vitamina C,mg,9.35
170747,BRC0402E,Equivalente de folato,mcg,14.40
170748,BRC0402E,Sal de adição,g,0.00
170749,BRC0402E,Açúcar de adição,g,0.00
170750,BRC0402E,Gordura de adição,g,0.00
170751,BRC0402E,Proteína vegetal,g,0.00
170752,BRC0402E,Proteína animal,g,0.00
170753,BRC0192E,Energia,kJ,575.00
170754,BRC0192E,Energia,kcal,138.00
170755,BRC0192E,Umidade,g,73.50
170756,BRC0192E,Carboidrato total,g,0.00
170757,BRC0192E,Carboidrato disponível,g,0.00
170758,BRC0192E,Proteína,g,18.00
170759,BRC0192E,Lipídios,g,7.20
170760,BRC0192E,Fibra alimentar,g,0.51
170761,BRC0192E,Álcool,g,0.00
170762,BRC0192E,Cinzas,g,1.80
170763,BRC0192E,Colesterol,mg,60.60
170764,BRC0192E,Ácidos graxos saturados,g,1.72
170765,BRC0192E,Ácidos graxos monoinsaturados,g,1.70
170766,BRC0192E,Ácidos graxos poliinsaturados,g,3.44
170767,BRC0192E,Ácidos graxos trans,g,0.00
170768,BRC0192E,Cálcio,mg,19.00
170769,BRC0192E,Ferro,mg,0.29
170770,BRC0192E,Sódio,mg,264.00
170771,BRC0192E,Magnésio,mg,31.70
170772,BRC0192E,Fósforo,mg,202.00
170773,BRC0192E,Potássio,mg,417.00
170774,BRC0192E,Manganês,mg,0.03
170775,BRC0192E,Zinco,mg,0.42
170776,BRC0192E,Cobre,mg,0.04
170777,BRC0192E,Selênio,mcg,30.10
170778,BRC0192E,Vitamina A (RE),mcg,20.20
170779,BRC0192E,Vitamina A (RAE),mcg,10.10
170780,BRC0192E,Vitamina D,mcg,2.06
170781,BRC0192E,Alfa-tocoferol (Vitamina E),mg,1.10
170782,BRC0192E,Tiamina,mg,0.02
170783,BRC0192E,Riboflavina,mg,0.01
170784,BRC0192E,Niacina,mg,1.35
170785,BRC0192E,Vitamina B6,mg,0.02
170786,BRC0192E,Vitamina B12,mcg,1.99
170787,BRC0192E,Vitamina C,mg,9.35
170788,BRC0192E,Equivalente de folato,mcg,14.40
170789,BRC0192E,Sal de adição,g,0.45
170790,BRC0192E,Açúcar de adição,g,0.00
170791,BRC0192E,Gordura de adição,g,0.00
170792,BRC0192E,Proteína vegetal,g,0.00
170793,BRC0192E,Proteína animal,g,0.00
170794,BRC0062E,Energia,kJ,495.00
170795,BRC0062E,Energia,kcal,117.00
170796,BRC0062E,Umidade,g,70.70
170797,BRC0062E,Carboidrato total,g,0.51
170798,BRC0062E,Carboidrato disponível,g,0.51
170799,BRC0062E,Proteína,g,26.60
170800,BRC0062E,Lipídios,g,0.92
170801,BRC0062E,Fibra alimentar,g,0.00
170802,BRC0062E,Álcool,g,0.00
170803,BRC0062E,Cinzas,g,1.24
170804,BRC0062E,Colesterol,mg,91.00
170805,BRC0062E,Ácidos graxos saturados,g,0.20
170806,BRC0062E,Ácidos graxos monoinsaturados,g,0.10
170807,BRC0062E,Ácidos graxos poliinsaturados,g,0.30
170808,BRC0062E,Ácidos graxos trans,g,0.00
170809,BRC0062E,Cálcio,mg,35.90
170810,BRC0062E,Ferro,mg,0.37
170811,BRC0062E,Sódio,mg,119.00
170812,BRC0062E,Magnésio,mg,20.30
170813,BRC0062E,Fósforo,mg,273.00
170814,BRC0062E,Potássio,mg,363.00
170815,BRC0062E,Manganês,mg,0.03
170816,BRC0062E,Zinco,mg,0.89
170817,BRC0062E,Cobre,mg,0.03
170818,BRC0062E,Selênio,mcg,0.00
170819,BRC0062E,Vitamina A (RE),mcg,0.00
170820,BRC0062E,Vitamina A (RAE),mcg,0.00
170821,BRC0062E,Vitamina D,mcg,0.00
170822,BRC0062E,Alfa-tocoferol (Vitamina E),mg,0.00
170823,BRC0062E,Tiamina,mg,0.00
170824,BRC0062E,Riboflavina,mg,0.00
170825,BRC0062E,Niacina,mg,7.97
170826,BRC0062E,Vitamina B6,mg,0.00
170827,BRC0062E,Vitamina B12,mcg,0.00
170828,BRC0062E,Vitamina C,mg,0.00
170829,BRC0062E,Equivalente de folato,mcg,0.00
170830,BRC0062E,Sal de adição,g,0.00
170831,BRC0062E,Açúcar de adição,g,0.00
170832,BRC0062E,Gordura de adição,g,0.00
170833,BRC0062E,Proteína vegetal,g,0.00
170834,BRC0062E,Proteína animal,g,26.60
170835,BRC0063E,Energia,kJ,351.00
170836,BRC0063E,Energia,kcal,83.00
170837,BRC0063E,Umidade,g,80.60
170838,BRC0063E,Carboidrato total,g,0.02
170839,BRC0063E,Carboidrato disponível,g,0.02
170840,BRC0063E,Proteína,g,16.20
170841,BRC0063E,Lipídios,g,2.02
170842,BRC0063E,Fibra alimentar,g,0.00
170843,BRC0063E,Álcool,g,0.00
170844,BRC0063E,Cinzas,g,1.14
170845,BRC0063E,Colesterol,mg,57.20
170846,BRC0063E,Ácidos graxos saturados,g,0.90
170847,BRC0063E,Ácidos graxos monoinsaturados,g,0.50
170848,BRC0063E,Ácidos graxos poliinsaturados,g,0.40
170849,BRC0063E,Ácidos graxos trans,g,0.00
170850,BRC0063E,Cálcio,mg,15.50
170851,BRC0063E,Ferro,mg,0.19
170852,BRC0063E,Sódio,mg,79.50
170853,BRC0063E,Magnésio,mg,27.00
170854,BRC0063E,Fósforo,mg,184.00
170855,BRC0063E,Potássio,mg,339.00
170856,BRC0063E,Manganês,mg,0.01
170857,BRC0063E,Zinco,mg,0.35
170858,BRC0063E,Cobre,mg,0.00
170859,BRC0063E,Selênio,mcg,28.30
170860,BRC0063E,Vitamina A (RE),mcg,0.00
170861,BRC0063E,Vitamina A (RAE),mcg,0.00
170862,BRC0063E,Vitamina D,mcg,0.00
170863,BRC0063E,Alfa-tocoferol (Vitamina E),mg,0.00
170864,BRC0063E,Tiamina,mg,0.00
170865,BRC0063E,Riboflavina,mg,0.00
170866,BRC0063E,Niacina,mg,1.34
170867,BRC0063E,Vitamina B6,mg,0.00
170868,BRC0063E,Vitamina B12,mcg,0.00
170869,BRC0063E,Vitamina C,mg,0.00
170870,BRC0063E,Equivalente de folato,mcg,0.00
170871,BRC0063E,Sal de adição,g,0.00
170872,BRC0063E,Açúcar de adição,g,0.00
170873,BRC0063E,Gordura de adição,g,0.00
170874,BRC0063E,Proteína vegetal,g,0.00
170875,BRC0063E,Proteína animal,g,16.20
170876,BRC0064E,Energia,kJ,770.00
170877,BRC0064E,Energia,kcal,184.00
170878,BRC0064E,Umidade,g,63.20
170879,BRC0064E,Carboidrato total,g,0.00
170880,BRC0064E,Carboidrato disponível,g,0.00
170881,BRC0064E,Proteína,g,26.80
170882,BRC0064E,Lipídios,g,8.50
170883,BRC0064E,Fibra alimentar,g,0.00
170884,BRC0064E,Álcool,g,0.00
170885,BRC0064E,Cinzas,g,1.53
170886,BRC0064E,Colesterol,mg,109.00
170887,BRC0064E,Ácidos graxos saturados,g,1.40
170888,BRC0064E,Ácidos graxos monoinsaturados,g,2.09
170889,BRC0064E,Ácidos graxos poliinsaturados,g,4.27
170890,BRC0064E,Ácidos graxos trans,g,0.00
170891,BRC0064E,Cálcio,mg,35.60
170892,BRC0064E,Ferro,mg,0.38
170893,BRC0064E,Sódio,mg,90.00
170894,BRC0064E,Magnésio,mg,38.10
170895,BRC0064E,Fósforo,mg,278.00
170896,BRC0064E,Potássio,mg,446.00
170897,BRC0064E,Manganês,mg,0.02
170898,BRC0064E,Zinco,mg,0.56
170899,BRC0064E,Cobre,mg,0.03
170900,BRC0064E,Selênio,mcg,0.00
170901,BRC0064E,Vitamina A (RE),mcg,0.00
170902,BRC0064E,Vitamina A (RAE),mcg,0.00
170903,BRC0064E,Vitamina D,mcg,0.00
170904,BRC0064E,Alfa-tocoferol (Vitamina E),mg,0.00
170905,BRC0064E,Tiamina,mg,0.00
170906,BRC0064E,Riboflavina,mg,0.00
170907,BRC0064E,Niacina,mg,0.77
170908,BRC0064E,Vitamina B6,mg,0.00
170909,BRC0064E,Vitamina B12,mcg,0.00
170910,BRC0064E,Vitamina C,mg,0.00
170911,BRC0064E,Equivalente de folato,mcg,0.00
170912,BRC0064E,Sal de adição,g,0.00
170913,BRC0064E,Açúcar de adição,g,0.00
170914,BRC0064E,Gordura de adição,g,0.00
170915,BRC0064E,Proteína vegetal,g,0.00
170916,BRC0064E,Proteína animal,g,26.80
170917,BRC0450E,Energia,kJ,542.00
170918,BRC0450E,Energia,kcal,130.00
170919,BRC0450E,Umidade,g,77.10
170920,BRC0450E,Carboidrato total,g,0.00
170921,BRC0450E,Carboidrato disponível,g,0.00
170922,BRC0450E,Proteína,g,16.60
170923,BRC0450E,Lipídios,g,7.02
170924,BRC0450E,Fibra alimentar,g,0.00
170925,BRC0450E,Álcool,g,0.00
170926,BRC0450E,Cinzas,g,1.14
170927,BRC0450E,Colesterol,mg,57.20
170928,BRC0450E,Ácidos graxos saturados,g,1.66
170929,BRC0450E,Ácidos graxos monoinsaturados,g,1.67
170930,BRC0450E,Ácidos graxos poliinsaturados,g,3.40
170931,BRC0450E,Ácidos graxos trans,g,0.00
170932,BRC0450E,Cálcio,mg,15.50
170933,BRC0450E,Ferro,mg,0.16
170934,BRC0450E,Sódio,mg,67.60
170935,BRC0450E,Magnésio,mg,24.30
170936,BRC0450E,Fósforo,mg,166.00
170937,BRC0450E,Potássio,mg,288.00
170938,BRC0450E,Manganês,mg,0.01
170939,BRC0450E,Zinco,mg,0.35
170940,BRC0450E,Cobre,mg,0.02
170941,BRC0450E,Selênio,mcg,28.30
170942,BRC0450E,Vitamina A (RE),mcg,0.00
170943,BRC0450E,Vitamina A (RAE),mcg,0.00
170944,BRC0450E,Vitamina D,mcg,1.94
170945,BRC0450E,Alfa-tocoferol (Vitamina E),mg,0.58
170946,BRC0450E,Tiamina,mg,0.00
170947,BRC0450E,Riboflavina,mg,0.00
170948,BRC0450E,Niacina,mg,1.21
170949,BRC0450E,Vitamina B6,mg,0.00
170950,BRC0450E,Vitamina B12,mcg,1.88
170951,BRC0450E,Vitamina C,mg,0.00
170952,BRC0450E,Equivalente de folato,mcg,9.45
170953,BRC0450E,Sal de adição,g,0.00
170954,BRC0450E,Açúcar de adição,g,0.00
170955,BRC0450E,Gordura de adição,g,0.00
170956,BRC0450E,Proteína vegetal,g,0.00
170957,BRC0450E,Proteína animal,g,0.00
170958,BRC0052E,Energia,kJ,438.00
170959,BRC0052E,Energia,kcal,104.00
170960,BRC0052E,Umidade,g,78.60
170961,BRC0052E,Carboidrato total,g,0.04
170962,BRC0052E,Carboidrato disponível,g,0.04
170963,BRC0052E,Proteína,g,16.00
170964,BRC0052E,Lipídios,g,4.49
170965,BRC0052E,Fibra alimentar,g,0.00
170966,BRC0052E,Álcool,g,0.00
170967,BRC0052E,Cinzas,g,0.94
170968,BRC0052E,Colesterol,mg,50.80
170969,BRC0052E,Ácidos graxos saturados,g,0.80
170970,BRC0052E,Ácidos graxos monoinsaturados,g,2.40
170971,BRC0052E,Ácidos graxos poliinsaturados,g,0.90
170972,BRC0052E,Ácidos graxos trans,g,0.01
170973,BRC0052E,Cálcio,mg,15.70
170974,BRC0052E,Ferro,mg,0.16
170975,BRC0052E,Sódio,mg,76.20
170976,BRC0052E,Magnésio,mg,19.20
170977,BRC0052E,Fósforo,mg,135.00
170978,BRC0052E,Potássio,mg,261.00
170979,BRC0052E,Manganês,mg,0.01
170980,BRC0052E,Zinco,mg,0.25
170981,BRC0052E,Cobre,mg,0.00
170982,BRC0052E,Selênio,mcg,0.00
170983,BRC0052E,Vitamina A (RE),mcg,2.77
170984,BRC0052E,Vitamina A (RAE),mcg,2.77
170985,BRC0052E,Vitamina D,mcg,9.20
170986,BRC0052E,Alfa-tocoferol (Vitamina E),mg,0.15
170987,BRC0052E,Tiamina,mg,0.00
170988,BRC0052E,Riboflavina,mg,0.04
170989,BRC0052E,Niacina,mg,0.00
170990,BRC0052E,Vitamina B6,mg,0.00
170991,BRC0052E,Vitamina B12,mcg,0.79
170992,BRC0052E,Vitamina C,mg,0.00
170993,BRC0052E,Equivalente de folato,mcg,11.80
170994,BRC0052E,Sal de adição,g,0.00
170995,BRC0052E,Açúcar de adição,g,0.00
170996,BRC0052E,Gordura de adição,g,0.00
170997,BRC0052E,Proteína vegetal,g,0.00
170998,BRC0052E,Proteína animal,g,16.00
170999,BRC0053E,Energia,kJ,911.00
171000,BRC0053E,Energia,kcal,218.00
171001,BRC0053E,Umidade,g,57.00
171002,BRC0053E,Carboidrato total,g,0.62
171003,BRC0053E,Carboidrato disponível,g,0.62
171004,BRC0053E,Proteína,g,27.40
171005,BRC0053E,Lipídios,g,11.80
171006,BRC0053E,Fibra alimentar,g,0.00
171007,BRC0053E,Álcool,g,0.00
171008,BRC0053E,Cinzas,g,3.24
171009,BRC0053E,Colesterol,mg,165.00
171010,BRC0053E,Ácidos graxos saturados,g,2.30
171011,BRC0053E,Ácidos graxos monoinsaturados,g,3.20
171012,BRC0053E,Ácidos graxos poliinsaturados,g,5.20
171013,BRC0053E,Ácidos graxos trans,g,0.07
171014,BRC0053E,Cálcio,mg,378.00
171015,BRC0053E,Ferro,mg,0.51
171016,BRC0053E,Sódio,mg,107.00
171017,BRC0053E,Magnésio,mg,30.10
171018,BRC0053E,Fósforo,mg,504.00
171019,BRC0053E,Potássio,mg,355.00
171020,BRC0053E,Manganês,mg,0.06
171021,BRC0053E,Zinco,mg,1.12
171022,BRC0053E,Cobre,mg,0.09
171023,BRC0053E,Selênio,mcg,0.00
171024,BRC0053E,Vitamina A (RE),mcg,39.40
171025,BRC0053E,Vitamina A (RAE),mcg,39.40
171026,BRC0053E,Vitamina D,mcg,0.00
171027,BRC0053E,Alfa-tocoferol (Vitamina E),mg,0.00
171028,BRC0053E,Tiamina,mg,0.00
171029,BRC0053E,Riboflavina,mg,0.11
171030,BRC0053E,Niacina,mg,0.00
171031,BRC0053E,Vitamina B6,mg,0.00
171032,BRC0053E,Vitamina B12,mcg,1.18
171033,BRC0053E,Vitamina C,mg,0.00
171034,BRC0053E,Equivalente de folato,mcg,20.90
171035,BRC0053E,Sal de adição,g,0.00
171036,BRC0053E,Açúcar de adição,g,0.00
171037,BRC0053E,Gordura de adição,g,0.00
171038,BRC0053E,Proteína vegetal,g,0.00
171039,BRC0053E,Proteína animal,g,27.40
171040,BRC0435E,Energia,kJ,1196.00
171041,BRC0435E,Energia,kcal,286.00
171042,BRC0435E,Umidade,g,46.20
171043,BRC0435E,Carboidrato total,g,14.90
171044,BRC0435E,Carboidrato disponível,g,14.00
171045,BRC0435E,Proteína,g,21.90
171046,BRC0435E,Lipídios,g,15.70
171047,BRC0435E,Fibra alimentar,g,0.96
171048,BRC0435E,Álcool,g,0.00
171049,BRC0435E,Cinzas,g,1.36
171050,BRC0435E,Colesterol,mg,107.00
171051,BRC0435E,Ácidos graxos saturados,g,2.92
171052,BRC0435E,Ácidos graxos monoinsaturados,g,5.32
171053,BRC0435E,Ácidos graxos poliinsaturados,g,6.64
171054,BRC0435E,Ácidos graxos trans,g,0.07
171055,BRC0435E,Cálcio,mg,26.20
171056,BRC0435E,Ferro,mg,1.73
171057,BRC0435E,Sódio,mg,156.00
171058,BRC0435E,Magnésio,mg,35.30
171059,BRC0435E,Fósforo,mg,195.00
171060,BRC0435E,Potássio,mg,294.00
171061,BRC0435E,Manganês,mg,0.34
171062,BRC0435E,Zinco,mg,0.76
171063,BRC0435E,Cobre,mg,0.09
171064,BRC0435E,Selênio,mcg,46.60
171065,BRC0435E,Vitamina A (RE),mcg,61.70
171066,BRC0435E,Vitamina A (RAE),mcg,61.70
171067,BRC0435E,Vitamina D,mcg,4.41
171068,BRC0435E,Alfa-tocoferol (Vitamina E),mg,1.43
171069,BRC0435E,Tiamina,mg,0.05
171070,BRC0435E,Riboflavina,mg,0.09
171071,BRC0435E,Niacina,mg,3.14
171072,BRC0435E,Vitamina B6,mg,0.02
171073,BRC0435E,Vitamina B12,mcg,2.45
171074,BRC0435E,Vitamina C,mg,0.00
171075,BRC0435E,Equivalente de folato,mcg,38.20
171076,BRC0435E,Sal de adição,g,0.00
171077,BRC0435E,Açúcar de adição,g,0.00
171078,BRC0435E,Gordura de adição,g,0.00
171079,BRC0435E,Proteína vegetal,g,0.00
171080,BRC0435E,Proteína animal,g,0.00
171081,BRC0167E,Energia,kJ,1196.00
171082,BRC0167E,Energia,kcal,286.00
171083,BRC0167E,Umidade,g,45.40
171084,BRC0167E,Carboidrato total,g,14.90
171085,BRC0167E,Carboidrato disponível,g,14.00
171086,BRC0167E,Proteína,g,21.90
171087,BRC0167E,Lipídios,g,15.70
171088,BRC0167E,Fibra alimentar,g,0.96
171089,BRC0167E,Álcool,g,0.00
171090,BRC0167E,Cinzas,g,2.16
171091,BRC0167E,Colesterol,mg,107.00
171092,BRC0167E,Ácidos graxos saturados,g,2.92
171093,BRC0167E,Ácidos graxos monoinsaturados,g,5.32
171094,BRC0167E,Ácidos graxos poliinsaturados,g,6.64
171095,BRC0167E,Ácidos graxos trans,g,0.07
171096,BRC0167E,Cálcio,mg,26.40
171097,BRC0167E,Ferro,mg,1.73
171098,BRC0167E,Sódio,mg,476.00
171099,BRC0167E,Magnésio,mg,35.30
171100,BRC0167E,Fósforo,mg,195.00
171101,BRC0167E,Potássio,mg,294.00
171102,BRC0167E,Manganês,mg,0.34
171103,BRC0167E,Zinco,mg,0.76
171104,BRC0167E,Cobre,mg,0.09
171105,BRC0167E,Selênio,mcg,46.60
171106,BRC0167E,Vitamina A (RE),mcg,61.70
171107,BRC0167E,Vitamina A (RAE),mcg,61.70
171108,BRC0167E,Vitamina D,mcg,4.41
171109,BRC0167E,Alfa-tocoferol (Vitamina E),mg,1.43
171110,BRC0167E,Tiamina,mg,0.05
171111,BRC0167E,Riboflavina,mg,0.09
171112,BRC0167E,Niacina,mg,3.14
171113,BRC0167E,Vitamina B6,mg,0.02
171114,BRC0167E,Vitamina B12,mcg,2.45
171115,BRC0167E,Vitamina C,mg,0.00
171116,BRC0167E,Equivalente de folato,mcg,38.20
171117,BRC0167E,Sal de adição,g,0.45
171118,BRC0167E,Açúcar de adição,g,0.00
171119,BRC0167E,Gordura de adição,g,0.00
171120,BRC0167E,Proteína vegetal,g,0.00
171121,BRC0167E,Proteína animal,g,0.00
171122,BRC0163E,Energia,kJ,557.00
171123,BRC0163E,Energia,kcal,133.00
171124,BRC0163E,Umidade,g,73.10
171125,BRC0163E,Carboidrato total,g,0.00
171126,BRC0163E,Carboidrato disponível,g,0.00
171127,BRC0163E,Proteína,g,21.50
171128,BRC0163E,Lipídios,g,5.18
171129,BRC0163E,Fibra alimentar,g,0.00
171130,BRC0163E,Álcool,g,0.00
171131,BRC0163E,Cinzas,g,1.61
171132,BRC0163E,Colesterol,mg,83.80
171133,BRC0163E,Ácidos graxos saturados,g,1.16
171134,BRC0163E,Ácidos graxos monoinsaturados,g,2.97
171135,BRC0163E,Ácidos graxos poliinsaturados,g,0.39
171136,BRC0163E,Ácidos graxos trans,g,0.01
171137,BRC0163E,Cálcio,mg,17.60
171138,BRC0163E,Ferro,mg,0.19
171139,BRC0163E,Sódio,mg,264.00
171140,BRC0163E,Magnésio,mg,26.50
171141,BRC0163E,Fósforo,mg,164.00
171142,BRC0163E,Potássio,mg,278.00
171143,BRC0163E,Manganês,mg,0.01
171144,BRC0163E,Zinco,mg,0.33
171145,BRC0163E,Cobre,mg,0.00
171146,BRC0163E,Selênio,mcg,43.10
171147,BRC0163E,Vitamina A (RE),mcg,55.70
171148,BRC0163E,Vitamina A (RAE),mcg,55.70
171149,BRC0163E,Vitamina D,mcg,4.98
171150,BRC0163E,Alfa-tocoferol (Vitamina E),mg,1.19
171151,BRC0163E,Tiamina,mg,0.00
171152,BRC0163E,Riboflavina,mg,0.05
171153,BRC0163E,Niacina,mg,3.61
171154,BRC0163E,Vitamina B6,mg,0.00
171155,BRC0163E,Vitamina B12,mcg,2.78
171156,BRC0163E,Vitamina C,mg,0.00
171157,BRC0163E,Equivalente de folato,mcg,13.90
171158,BRC0163E,Sal de adição,g,0.45
171159,BRC0163E,Açúcar de adição,g,0.00
171160,BRC0163E,Gordura de adição,g,0.00
171161,BRC0163E,Proteína vegetal,g,0.00
171162,BRC0163E,Proteína animal,g,0.00
171163,BRC0162E,Energia,kJ,560.00
171164,BRC0162E,Energia,kcal,133.00
171165,BRC0162E,Umidade,g,73.40
171166,BRC0162E,Carboidrato total,g,0.00
171167,BRC0162E,Carboidrato disponível,g,0.00
171168,BRC0162E,Proteína,g,21.60
171169,BRC0162E,Lipídios,g,5.20
171170,BRC0162E,Fibra alimentar,g,0.00
171171,BRC0162E,Álcool,g,0.00
171172,BRC0162E,Cinzas,g,1.17
171173,BRC0162E,Colesterol,mg,84.20
171174,BRC0162E,Ácidos graxos saturados,g,1.17
171175,BRC0162E,Ácidos graxos monoinsaturados,g,2.99
171176,BRC0162E,Ácidos graxos poliinsaturados,g,0.39
171177,BRC0162E,Ácidos graxos trans,g,0.01
171178,BRC0162E,Cálcio,mg,17.60
171179,BRC0162E,Ferro,mg,0.19
171180,BRC0162E,Sódio,mg,85.50
171181,BRC0162E,Magnésio,mg,26.60
171182,BRC0162E,Fósforo,mg,165.00
171183,BRC0162E,Potássio,mg,279.00
171184,BRC0162E,Manganês,mg,0.01
171185,BRC0162E,Zinco,mg,0.33
171186,BRC0162E,Cobre,mg,0.00
171187,BRC0162E,Selênio,mcg,43.30
171188,BRC0162E,Vitamina A (RE),mcg,55.90
171189,BRC0162E,Vitamina A (RAE),mcg,55.90
171190,BRC0162E,Vitamina D,mcg,5.00
171191,BRC0162E,Alfa-tocoferol (Vitamina E),mg,1.19
171192,BRC0162E,Tiamina,mg,0.00
171193,BRC0162E,Riboflavina,mg,0.06
171194,BRC0162E,Niacina,mg,3.63
171195,BRC0162E,Vitamina B6,mg,0.00
171196,BRC0162E,Vitamina B12,mcg,2.79
171197,BRC0162E,Vitamina C,mg,0.00
171198,BRC0162E,Equivalente de folato,mcg,14.00
171199,BRC0162E,Sal de adição,g,0.00
171200,BRC0162E,Açúcar de adição,g,0.00
171201,BRC0162E,Gordura de adição,g,0.00
171202,BRC0162E,Proteína vegetal,g,0.00
171203,BRC0162E,Proteína animal,g,21.60
171204,BRC0434E,Energia,kJ,1207.00
171205,BRC0434E,Energia,kcal,289.00
171206,BRC0434E,Umidade,g,46.20
171207,BRC0434E,Carboidrato total,g,14.60
171208,BRC0434E,Carboidrato disponível,g,13.60
171209,BRC0434E,Proteína,g,21.40
171210,BRC0434E,Lipídios,g,16.30
171211,BRC0434E,Fibra alimentar,g,0.96
171212,BRC0434E,Álcool,g,0.00
171213,BRC0434E,Cinzas,g,1.40
171214,BRC0434E,Colesterol,mg,92.00
171215,BRC0434E,Ácidos graxos saturados,g,2.81
171216,BRC0434E,Ácidos graxos monoinsaturados,g,5.43
171217,BRC0434E,Ácidos graxos poliinsaturados,g,7.30
171218,BRC0434E,Ácidos graxos trans,g,0.07
171219,BRC0434E,Cálcio,mg,28.60
171220,BRC0434E,Ferro,mg,1.72
171221,BRC0434E,Sódio,mg,155.00
