id,food_code,component,unity,value
53888,BRC0837F,Potássio,mg,110.00
53889,BRC0837F,Manganês,mg,0.00
53890,BRC0837F,Zinco,mg,4.80
53891,BRC0837F,Cobre,mg,0.00
53892,BRC0837F,Selênio,mcg,0.00
53893,BRC0837F,Vitamina A (RE),mcg,0.00
53894,BRC0837F,Vitamina A (RAE),mcg,0.00
53895,BRC0837F,Vitamina D,mcg,0.00
53896,BRC0837F,Alfa-tocoferol (Vitamina E),mg,0.00
53897,BRC0837F,Tiamina,mg,0.04
53898,BRC0837F,Riboflavina,mg,0.30
53899,BRC0837F,Niacina,mg,1.80
53900,BRC0837F,Vitamina B6,mg,0.00
53901,BRC0837F,Vitamina B12,mcg,0.00
53902,BRC0837F,Vitamina C,mg,0.00
53903,BRC0837F,Equivalente de folato,mcg,0.00
53904,BRC0837F,Sal de adição,g,0.00
53905,BRC0837F,Açúcar de adição,g,0.00
53906,BRC0837F,Gordura de adição,g,0.00
53907,BRC0837F,Proteína vegetal,g,0.00
53908,BRC0837F,Proteína animal,g,21.70
53909,BRC0081F,Energia,kJ,1133.00
53910,BRC0081F,Energia,kcal,273.00
53911,BRC0081F,Umidade,g,42.00
53912,BRC0081F,Carboidrato total,g,0.00
53913,BRC0081F,Carboidrato disponível,g,0.00
53914,BRC0081F,Proteína,g,22.30
53915,BRC0081F,Lipídios,g,20.40
53916,BRC0081F,Fibra alimentar,g,0.00
53917,BRC0081F,Álcool,g,0.00
53918,BRC0081F,Cinzas,g,15.30
53919,BRC0081F,Colesterol,mg,85.20
53920,BRC0081F,Ácidos graxos saturados,g,9.70
53921,BRC0081F,Ácidos graxos monoinsaturados,g,7.50
53922,BRC0081F,Ácidos graxos poliinsaturados,g,0.20
53923,BRC0081F,Ácidos graxos trans,g,0.80
53924,BRC0081F,Cálcio,mg,14.10
53925,BRC0081F,Ferro,mg,1.33
53926,BRC0081F,Sódio,mg,4439.00
53927,BRC0081F,Magnésio,mg,12.20
53928,BRC0081F,Fósforo,mg,100.00
53929,BRC0081F,Potássio,mg,190.00
53930,BRC0081F,Manganês,mg,0.00
53931,BRC0081F,Zinco,mg,3.65
53932,BRC0081F,Cobre,mg,0.00
53933,BRC0081F,Selênio,mcg,0.00
53934,BRC0081F,Vitamina A (RE),mcg,0.00
53935,BRC0081F,Vitamina A (RAE),mcg,0.00
53936,BRC0081F,Vitamina D,mcg,0.00
53937,BRC0081F,Alfa-tocoferol (Vitamina E),mg,3.99
53938,BRC0081F,Tiamina,mg,0.00
53939,BRC0081F,Riboflavina,mg,0.07
53940,BRC0081F,Niacina,mg,2.83
53941,BRC0081F,Vitamina B6,mg,0.00
53942,BRC0081F,Vitamina B12,mcg,2.00
53943,BRC0081F,Vitamina C,mg,0.00
53944,BRC0081F,Equivalente de folato,mcg,12.60
53945,BRC0081F,Sal de adição,g,0.00
53946,BRC0081F,Açúcar de adição,g,0.00
53947,BRC0081F,Gordura de adição,g,0.00
53948,BRC0081F,Proteína vegetal,g,0.00
53949,BRC0081F,Proteína animal,g,22.30
53950,BRC0082F,Energia,kJ,525.00
53951,BRC0082F,Energia,kcal,125.00
53952,BRC0082F,Umidade,g,68.20
53953,BRC0082F,Carboidrato total,g,0.00
53954,BRC0082F,Carboidrato disponível,g,0.00
53955,BRC0082F,Proteína,g,21.00
53956,BRC0082F,Lipídios,g,4.53
53957,BRC0082F,Fibra alimentar,g,0.00
53958,BRC0082F,Álcool,g,0.00
53959,BRC0082F,Cinzas,g,6.27
53960,BRC0082F,Colesterol,mg,20.40
53961,BRC0082F,Ácidos graxos saturados,g,1.93
53962,BRC0082F,Ácidos graxos monoinsaturados,g,1.67
53963,BRC0082F,Ácidos graxos poliinsaturados,g,0.07
53964,BRC0082F,Ácidos graxos trans,g,0.15
53965,BRC0082F,Cálcio,mg,9.20
53966,BRC0082F,Ferro,mg,0.87
53967,BRC0082F,Sódio,mg,2893.00
53968,BRC0082F,Magnésio,mg,7.97
53969,BRC0082F,Fósforo,mg,65.20
53970,BRC0082F,Potássio,mg,123.00
53971,BRC0082F,Manganês,mg,0.00
53972,BRC0082F,Zinco,mg,2.38
53973,BRC0082F,Cobre,mg,0.00
53974,BRC0082F,Selênio,mcg,0.00
53975,BRC0082F,Vitamina A (RE),mcg,0.00
53976,BRC0082F,Vitamina A (RAE),mcg,0.00
53977,BRC0082F,Vitamina D,mcg,0.00
53978,BRC0082F,Alfa-tocoferol (Vitamina E),mg,2.41
53979,BRC0082F,Tiamina,mg,0.00
53980,BRC0082F,Riboflavina,mg,0.05
53981,BRC0082F,Niacina,mg,1.85
53982,BRC0082F,Vitamina B6,mg,0.00
53983,BRC0082F,Vitamina B12,mcg,1.30
53984,BRC0082F,Vitamina C,mg,0.00
53985,BRC0082F,Equivalente de folato,mcg,8.18
53986,BRC0082F,Sal de adição,g,0.00
53987,BRC0082F,Açúcar de adição,g,0.00
53988,BRC0082F,Gordura de adição,g,0.00
53989,BRC0082F,Proteína vegetal,g,0.00
53990,BRC0082F,Proteína animal,g,19.10
53991,BRC0083F,Energia,kJ,1127.00
53992,BRC0083F,Energia,kcal,270.00
53993,BRC0083F,Umidade,g,48.80
53994,BRC0083F,Carboidrato total,g,0.05
53995,BRC0083F,Carboidrato disponível,g,0.05
53996,BRC0083F,Proteína,g,31.60
53997,BRC0083F,Lipídios,g,15.90
53998,BRC0083F,Fibra alimentar,g,0.00
53999,BRC0083F,Álcool,g,0.00
54000,BRC0083F,Cinzas,g,3.62
54001,BRC0083F,Colesterol,mg,106.00
54002,BRC0083F,Ácidos graxos saturados,g,7.65
54003,BRC0083F,Ácidos graxos monoinsaturados,g,6.85
54004,BRC0083F,Ácidos graxos poliinsaturados,g,0.40
54005,BRC0083F,Ácidos graxos trans,g,0.67
54006,BRC0083F,Cálcio,mg,13.80
54007,BRC0083F,Ferro,mg,2.67
54008,BRC0083F,Sódio,mg,1692.00
54009,BRC0083F,Magnésio,mg,12.40
54010,BRC0083F,Fósforo,mg,91.60
54011,BRC0083F,Potássio,mg,87.80
54012,BRC0083F,Manganês,mg,0.02
54013,BRC0083F,Zinco,mg,6.89
54014,BRC0083F,Cobre,mg,0.05
54015,BRC0083F,Selênio,mcg,0.00
54016,BRC0083F,Vitamina A (RE),mcg,0.00
54017,BRC0083F,Vitamina A (RAE),mcg,0.00
54018,BRC0083F,Vitamina D,mcg,0.00
54019,BRC0083F,Alfa-tocoferol (Vitamina E),mg,3.12
54020,BRC0083F,Tiamina,mg,0.03
54021,BRC0083F,Riboflavina,mg,0.07
54022,BRC0083F,Niacina,mg,1.91
54023,BRC0083F,Vitamina B6,mg,0.00
54024,BRC0083F,Vitamina B12,mcg,1.76
54025,BRC0083F,Vitamina C,mg,0.00
54026,BRC0083F,Equivalente de folato,mcg,11.10
54027,BRC0083F,Sal de adição,g,0.00
54028,BRC0083F,Açúcar de adição,g,0.00
54029,BRC0083F,Gordura de adição,g,0.00
54030,BRC0083F,Proteína vegetal,g,0.00
54031,BRC0083F,Proteína animal,g,31.60
54032,BRC0085F,Energia,kJ,1258.00
54033,BRC0085F,Energia,kcal,302.00
54034,BRC0085F,Umidade,g,46.80
54035,BRC0085F,Carboidrato total,g,0.00
54036,BRC0085F,Carboidrato disponível,g,0.00
54037,BRC0085F,Proteína,g,26.70
54038,BRC0085F,Lipídios,g,21.70
54039,BRC0085F,Fibra alimentar,g,0.00
54040,BRC0085F,Álcool,g,0.00
54041,BRC0085F,Cinzas,g,4.72
54042,BRC0085F,Colesterol,mg,100.00
54043,BRC0085F,Ácidos graxos saturados,g,10.50
54044,BRC0085F,Ácidos graxos monoinsaturados,g,8.30
54045,BRC0085F,Ácidos graxos poliinsaturados,g,0.40
54046,BRC0085F,Ácidos graxos trans,g,0.93
54047,BRC0085F,Cálcio,mg,12.80
54048,BRC0085F,Ferro,mg,1.88
54049,BRC0085F,Sódio,mg,1943.00
54050,BRC0085F,Magnésio,mg,11.90
54051,BRC0085F,Fósforo,mg,82.40
54052,BRC0085F,Potássio,mg,86.00
54053,BRC0085F,Manganês,mg,0.02
54054,BRC0085F,Zinco,mg,7.70
54055,BRC0085F,Cobre,mg,0.03
54056,BRC0085F,Selênio,mcg,0.00
54057,BRC0085F,Vitamina A (RE),mcg,0.00
54058,BRC0085F,Vitamina A (RAE),mcg,0.00
54059,BRC0085F,Vitamina D,mcg,0.00
54060,BRC0085F,Alfa-tocoferol (Vitamina E),mg,4.30
54061,BRC0085F,Tiamina,mg,0.00
54062,BRC0085F,Riboflavina,mg,0.06
54063,BRC0085F,Niacina,mg,2.32
54064,BRC0085F,Vitamina B6,mg,0.00
54065,BRC0085F,Vitamina B12,mcg,1.82
54066,BRC0085F,Vitamina C,mg,0.00
54067,BRC0085F,Equivalente de folato,mcg,11.40
54068,BRC0085F,Sal de adição,g,0.00
54069,BRC0085F,Açúcar de adição,g,0.00
54070,BRC0085F,Gordura de adição,g,0.00
54071,BRC0085F,Proteína vegetal,g,0.00
54072,BRC0085F,Proteína animal,g,26.70
54073,BRC0658F,Energia,kJ,1078.00
54074,BRC0658F,Energia,kcal,259.00
54075,BRC0658F,Umidade,g,54.70
54076,BRC0658F,Carboidrato total,g,1.34
54077,BRC0658F,Carboidrato disponível,g,0.83
54078,BRC0658F,Proteína,g,21.90
54079,BRC0658F,Lipídios,g,18.60
54080,BRC0658F,Fibra alimentar,g,0.51
54081,BRC0658F,Álcool,g,0.00
54082,BRC0658F,Cinzas,g,4.12
54083,BRC0658F,Colesterol,mg,80.10
54084,BRC0658F,Ácidos graxos saturados,g,8.56
54085,BRC0658F,Ácidos graxos monoinsaturados,g,6.88
54086,BRC0658F,Ácidos graxos poliinsaturados,g,0.94
54087,BRC0658F,Ácidos graxos trans,g,0.74
54088,BRC0658F,Cálcio,mg,12.50
54089,BRC0658F,Ferro,mg,1.60
54090,BRC0658F,Sódio,mg,1635.00
54091,BRC0658F,Magnésio,mg,12.70
54092,BRC0658F,Fósforo,mg,73.40
54093,BRC0658F,Potássio,mg,130.00
54094,BRC0658F,Manganês,mg,0.03
54095,BRC0658F,Zinco,mg,6.21
54096,BRC0658F,Cobre,mg,0.05
54097,BRC0658F,Selênio,mcg,5.97
54098,BRC0658F,Vitamina A (RE),mcg,27.30
54099,BRC0658F,Vitamina A (RAE),mcg,13.70
54100,BRC0658F,Vitamina D,mcg,0.16
54101,BRC0658F,Alfa-tocoferol (Vitamina E),mg,0.49
54102,BRC0658F,Tiamina,mg,0.03
54103,BRC0658F,Riboflavina,mg,0.06
54104,BRC0658F,Niacina,mg,1.86
54105,BRC0658F,Vitamina B6,mg,0.01
54106,BRC0658F,Vitamina B12,mcg,0.33
54107,BRC0658F,Vitamina C,mg,4.07
54108,BRC0658F,Equivalente de folato,mcg,51.30
54109,BRC0658F,Sal de adição,g,0.00
54110,BRC0658F,Açúcar de adição,g,0.00
54111,BRC0658F,Gordura de adição,g,0.00
54112,BRC0658F,Proteína vegetal,g,0.00
54113,BRC0658F,Proteína animal,g,0.00
54114,BRC0656F,Energia,kJ,1464.00
54115,BRC0656F,Energia,kcal,353.00
54116,BRC0656F,Umidade,g,43.40
54117,BRC0656F,Carboidrato total,g,0.00
54118,BRC0656F,Carboidrato disponível,g,0.00
54119,BRC0656F,Proteína,g,24.80
54120,BRC0656F,Lipídios,g,28.20
54121,BRC0656F,Fibra alimentar,g,0.00
54122,BRC0656F,Álcool,g,0.00
54123,BRC0656F,Cinzas,g,4.34
54124,BRC0656F,Colesterol,mg,92.10
54125,BRC0656F,Ácidos graxos saturados,g,10.90
54126,BRC0656F,Ácidos graxos monoinsaturados,g,9.50
54127,BRC0656F,Ácidos graxos poliinsaturados,g,5.17
54128,BRC0656F,Ácidos graxos trans,g,0.90
54129,BRC0656F,Cálcio,mg,11.70
54130,BRC0656F,Ferro,mg,1.74
54131,BRC0656F,Sódio,mg,1787.00
54132,BRC0656F,Magnésio,mg,10.90
54133,BRC0656F,Fósforo,mg,75.80
54134,BRC0656F,Potássio,mg,79.10
54135,BRC0656F,Manganês,mg,0.01
54136,BRC0656F,Zinco,mg,7.08
54137,BRC0656F,Cobre,mg,0.06
54138,BRC0656F,Selênio,mcg,6.78
54139,BRC0656F,Vitamina A (RE),mcg,0.00
54140,BRC0656F,Vitamina A (RAE),mcg,0.00
54141,BRC0656F,Vitamina D,mcg,0.18
54142,BRC0656F,Alfa-tocoferol (Vitamina E),mg,1.17
54143,BRC0656F,Tiamina,mg,0.00
54144,BRC0656F,Riboflavina,mg,0.06
54145,BRC0656F,Niacina,mg,2.13
54146,BRC0656F,Vitamina B6,mg,0.00
54147,BRC0656F,Vitamina B12,mcg,0.38
54148,BRC0656F,Vitamina C,mg,0.00
54149,BRC0656F,Equivalente de folato,mcg,55.20
54150,BRC0656F,Sal de adição,g,0.00
54151,BRC0656F,Açúcar de adição,g,0.00
54152,BRC0656F,Gordura de adição,g,0.00
54153,BRC0656F,Proteína vegetal,g,0.00
54154,BRC0656F,Proteína animal,g,24.80
54155,BRC0657F,Energia,kJ,1265.00
54156,BRC0657F,Energia,kcal,304.00
54157,BRC0657F,Umidade,g,47.70
54158,BRC0657F,Carboidrato total,g,0.75
54159,BRC0657F,Carboidrato disponível,g,0.61
54160,BRC0657F,Proteína,g,25.70
54161,BRC0657F,Lipídios,g,22.00
54162,BRC0657F,Fibra alimentar,g,0.14
54163,BRC0657F,Álcool,g,0.00
54164,BRC0657F,Cinzas,g,4.53
54165,BRC0657F,Colesterol,mg,95.10
54166,BRC0657F,Ácidos graxos saturados,g,10.20
54167,BRC0657F,Ácidos graxos monoinsaturados,g,8.17
54168,BRC0657F,Ácidos graxos poliinsaturados,g,1.10
54169,BRC0657F,Ácidos graxos trans,g,0.89
54170,BRC0657F,Cálcio,mg,13.00
54171,BRC0657F,Ferro,mg,1.81
54172,BRC0657F,Sódio,mg,1846.00
54173,BRC0657F,Magnésio,mg,12.10
54174,BRC0657F,Fósforo,mg,81.90
54175,BRC0657F,Potássio,mg,97.00
54176,BRC0657F,Manganês,mg,0.02
54177,BRC0657F,Zinco,mg,7.33
54178,BRC0657F,Cobre,mg,0.04
54179,BRC0657F,Selênio,mcg,7.03
54180,BRC0657F,Vitamina A (RE),mcg,0.00
54181,BRC0657F,Vitamina A (RAE),mcg,0.00
54182,BRC0657F,Vitamina D,mcg,0.18
54183,BRC0657F,Alfa-tocoferol (Vitamina E),mg,0.46
54184,BRC0657F,Tiamina,mg,0.00
54185,BRC0657F,Riboflavina,mg,0.06
54186,BRC0657F,Niacina,mg,2.20
54187,BRC0657F,Vitamina B6,mg,0.01
54188,BRC0657F,Vitamina B12,mcg,0.39
54189,BRC0657F,Vitamina C,mg,0.45
54190,BRC0657F,Equivalente de folato,mcg,57.70
54191,BRC0657F,Sal de adição,g,0.00
54192,BRC0657F,Açúcar de adição,g,0.00
54193,BRC0657F,Gordura de adição,g,0.00
54194,BRC0657F,Proteína vegetal,g,0.00
54195,BRC0657F,Proteína animal,g,0.00
54196,BRC0650F,Energia,kJ,867.00
54197,BRC0650F,Energia,kcal,207.00
54198,BRC0650F,Umidade,g,60.50
54199,BRC0650F,Carboidrato total,g,0.00
54200,BRC0650F,Carboidrato disponível,g,0.00
54201,BRC0650F,Proteína,g,27.40
54202,BRC0650F,Lipídios,g,10.90
54203,BRC0650F,Fibra alimentar,g,0.00
54204,BRC0650F,Álcool,g,0.00
54205,BRC0650F,Cinzas,g,1.27
54206,BRC0650F,Colesterol,mg,106.00
54207,BRC0650F,Ácidos graxos saturados,g,5.48
54208,BRC0650F,Ácidos graxos monoinsaturados,g,3.68
54209,BRC0650F,Ácidos graxos poliinsaturados,g,0.30
54210,BRC0650F,Ácidos graxos trans,g,0.30
54211,BRC0650F,Cálcio,mg,7.19
54212,BRC0650F,Ferro,mg,2.36
54213,BRC0650F,Sódio,mg,236.00
54214,BRC0650F,Magnésio,mg,14.30
54215,BRC0650F,Fósforo,mg,163.00
54216,BRC0650F,Potássio,mg,253.00
54217,BRC0650F,Manganês,mg,0.00
54218,BRC0650F,Zinco,mg,7.93
54219,BRC0650F,Cobre,mg,0.07
54220,BRC0650F,Selênio,mcg,0.00
54221,BRC0650F,Vitamina A (RE),mcg,0.00
54222,BRC0650F,Vitamina A (RAE),mcg,0.00
54223,BRC0650F,Vitamina D,mcg,2.76
54224,BRC0650F,Alfa-tocoferol (Vitamina E),mg,0.06
54225,BRC0650F,Tiamina,mg,0.00
54226,BRC0650F,Riboflavina,mg,0.04
54227,BRC0650F,Niacina,mg,1.62
54228,BRC0650F,Vitamina B6,mg,0.07
54229,BRC0650F,Vitamina B12,mcg,2.67
54230,BRC0650F,Vitamina C,mg,0.00
54231,BRC0650F,Equivalente de folato,mcg,5.29
54232,BRC0650F,Sal de adição,g,0.45
54233,BRC0650F,Açúcar de adição,g,0.00
54234,BRC0650F,Gordura de adição,g,0.00
54235,BRC0650F,Proteína vegetal,g,0.00
54236,BRC0650F,Proteína animal,g,27.20
54237,BRC0310F,Energia,kJ,695.00
54238,BRC0310F,Energia,kcal,166.00
54239,BRC0310F,Umidade,g,67.90
54240,BRC0310F,Carboidrato total,g,4.84
54241,BRC0310F,Carboidrato disponível,g,4.27
54242,BRC0310F,Proteína,g,18.30
54243,BRC0310F,Lipídios,g,8.30
54244,BRC0310F,Fibra alimentar,g,0.58
54245,BRC0310F,Álcool,g,0.00
54246,BRC0310F,Cinzas,g,0.72
54247,BRC0310F,Colesterol,mg,69.40
54248,BRC0310F,Ácidos graxos saturados,g,3.76
54249,BRC0310F,Ácidos graxos monoinsaturados,g,2.69
54250,BRC0310F,Ácidos graxos poliinsaturados,g,0.92
54251,BRC0310F,Ácidos graxos trans,g,0.20
54252,BRC0310F,Cálcio,mg,6.55
54253,BRC0310F,Ferro,mg,1.62
54254,BRC0310F,Sódio,mg,37.30
54255,BRC0310F,Magnésio,mg,11.90
54256,BRC0310F,Fósforo,mg,117.00
54257,BRC0310F,Potássio,mg,250.00
54258,BRC0310F,Manganês,mg,0.03
54259,BRC0310F,Zinco,mg,5.26
54260,BRC0310F,Cobre,mg,0.07
54261,BRC0310F,Selênio,mcg,0.09
54262,BRC0310F,Vitamina A (RE),mcg,0.00
54263,BRC0310F,Vitamina A (RAE),mcg,0.00
54264,BRC0310F,Vitamina D,mcg,1.80
54265,BRC0310F,Alfa-tocoferol (Vitamina E),mg,0.20
54266,BRC0310F,Tiamina,mg,0.02
54267,BRC0310F,Riboflavina,mg,0.03
54268,BRC0310F,Niacina,mg,1.06
54269,BRC0310F,Vitamina B6,mg,0.08
54270,BRC0310F,Vitamina B12,mcg,1.74
54271,BRC0310F,Vitamina C,mg,1.62
54272,BRC0310F,Equivalente de folato,mcg,5.84
54273,BRC0310F,Sal de adição,g,0.00
54274,BRC0310F,Açúcar de adição,g,0.00
54275,BRC0310F,Gordura de adição,g,0.00
54276,BRC0310F,Proteína vegetal,g,0.00
54277,BRC0310F,Proteína animal,g,0.00
54278,BRC0308F,Energia,kJ,666.00
54279,BRC0308F,Energia,kcal,159.00
54280,BRC0308F,Umidade,g,68.60
54281,BRC0308F,Carboidrato total,g,2.32
54282,BRC0308F,Carboidrato disponível,g,1.46
54283,BRC0308F,Proteína,g,19.80
54284,BRC0308F,Lipídios,g,8.02
54285,BRC0308F,Fibra alimentar,g,0.86
54286,BRC0308F,Álcool,g,0.00
54287,BRC0308F,Cinzas,g,1.25
54288,BRC0308F,Colesterol,mg,74.20
54289,BRC0308F,Ácidos graxos saturados,g,3.91
54290,BRC0308F,Ácidos graxos monoinsaturados,g,2.68
54291,BRC0308F,Ácidos graxos poliinsaturados,g,0.43
54292,BRC0308F,Ácidos graxos trans,g,0.21
54293,BRC0308F,Cálcio,mg,9.46
54294,BRC0308F,Ferro,mg,1.84
54295,BRC0308F,Sódio,mg,221.00
54296,BRC0308F,Magnésio,mg,15.40
54297,BRC0308F,Fósforo,mg,127.00
54298,BRC0308F,Potássio,mg,274.00
54299,BRC0308F,Manganês,mg,0.05
54300,BRC0308F,Zinco,mg,5.66
54301,BRC0308F,Cobre,mg,0.08
54302,BRC0308F,Selênio,mcg,0.11
54303,BRC0308F,Vitamina A (RE),mcg,39.00
54304,BRC0308F,Vitamina A (RAE),mcg,21.30
54305,BRC0308F,Vitamina D,mcg,1.94
54306,BRC0308F,Alfa-tocoferol (Vitamina E),mg,0.29
54307,BRC0308F,Tiamina,mg,0.00
54308,BRC0308F,Riboflavina,mg,0.03
54309,BRC0308F,Niacina,mg,1.16
54310,BRC0308F,Vitamina B6,mg,0.08
54311,BRC0308F,Vitamina B12,mcg,1.88
54312,BRC0308F,Vitamina C,mg,5.91
54313,BRC0308F,Equivalente de folato,mcg,9.01
54314,BRC0308F,Sal de adição,g,0.45
54315,BRC0308F,Açúcar de adição,g,0.00
54316,BRC0308F,Gordura de adição,g,0.30
54317,BRC0308F,Proteína vegetal,g,0.57
54318,BRC0308F,Proteína animal,g,19.10
54319,BRC0306F,Energia,kJ,881.00
54320,BRC0306F,Energia,kcal,211.00
54321,BRC0306F,Umidade,g,60.40
54322,BRC0306F,Carboidrato total,g,0.68
54323,BRC0306F,Carboidrato disponível,g,0.56
54324,BRC0306F,Proteína,g,26.30
54325,BRC0306F,Lipídios,g,11.50
54326,BRC0306F,Fibra alimentar,g,0.12
54327,BRC0306F,Álcool,g,0.00
54328,BRC0306F,Cinzas,g,1.27
54329,BRC0306F,Colesterol,mg,101.00
54330,BRC0306F,Ácidos graxos saturados,g,5.39
54331,BRC0306F,Ácidos graxos monoinsaturados,g,3.77
54332,BRC0306F,Ácidos graxos poliinsaturados,g,0.94
54333,BRC0306F,Ácidos graxos trans,g,0.29
54334,BRC0306F,Cálcio,mg,7.62
54335,BRC0306F,Ferro,mg,2.27
54336,BRC0306F,Sódio,mg,233.00
54337,BRC0306F,Magnésio,mg,14.40
54338,BRC0306F,Fósforo,mg,159.00
54339,BRC0306F,Potássio,mg,254.00
54340,BRC0306F,Manganês,mg,0.01
54341,BRC0306F,Zinco,mg,7.59
54342,BRC0306F,Cobre,mg,0.07
54343,BRC0306F,Selênio,mcg,0.03
54344,BRC0306F,Vitamina A (RE),mcg,0.00
54345,BRC0306F,Vitamina A (RAE),mcg,0.00
54346,BRC0306F,Vitamina D,mcg,2.63
54347,BRC0306F,Alfa-tocoferol (Vitamina E),mg,0.10
54348,BRC0306F,Tiamina,mg,0.00
54349,BRC0306F,Riboflavina,mg,0.04
54350,BRC0306F,Niacina,mg,1.55
54351,BRC0306F,Vitamina B6,mg,0.08
54352,BRC0306F,Vitamina B12,mcg,2.55
54353,BRC0306F,Vitamina C,mg,0.38
54354,BRC0306F,Equivalente de folato,mcg,5.85
54355,BRC0306F,Sal de adição,g,0.45
54356,BRC0306F,Açúcar de adição,g,0.00
54357,BRC0306F,Gordura de adição,g,1.09
54358,BRC0306F,Proteína vegetal,g,0.14
54359,BRC0306F,Proteína animal,g,25.90
54360,BRC0516F,Energia,kJ,892.00
54361,BRC0516F,Energia,kcal,215.00
54362,BRC0516F,Umidade,g,61.70
54363,BRC0516F,Carboidrato total,g,3.31
54364,BRC0516F,Carboidrato disponível,g,1.45
54365,BRC0516F,Proteína,g,19.90
54366,BRC0516F,Lipídios,g,13.90
54367,BRC0516F,Fibra alimentar,g,1.86
54368,BRC0516F,Álcool,g,0.00
54369,BRC0516F,Cinzas,g,1.21
54370,BRC0516F,Colesterol,mg,74.20
54371,BRC0516F,Ácidos graxos saturados,g,4.07
54372,BRC0516F,Ácidos graxos monoinsaturados,g,2.88
54373,BRC0516F,Ácidos graxos poliinsaturados,g,0.94
54374,BRC0516F,Ácidos graxos trans,g,0.22
54375,BRC0516F,Cálcio,mg,14.70
54376,BRC0516F,Ferro,mg,1.84
54377,BRC0516F,Sódio,mg,219.00
54378,BRC0516F,Magnésio,mg,17.40
54379,BRC0516F,Fósforo,mg,126.00
54380,BRC0516F,Potássio,mg,240.00
54381,BRC0516F,Manganês,mg,0.14
54382,BRC0516F,Zinco,mg,5.72
54383,BRC0516F,Cobre,mg,0.12
54384,BRC0516F,Selênio,mcg,0.06
54385,BRC0516F,Vitamina A (RE),mcg,165.00
54386,BRC0516F,Vitamina A (RAE),mcg,82.50
54387,BRC0516F,Vitamina D,mcg,1.94
54388,BRC0516F,Alfa-tocoferol (Vitamina E),mg,0.20
54389,BRC0516F,Tiamina,mg,0.03
54390,BRC0516F,Riboflavina,mg,0.09
54391,BRC0516F,Niacina,mg,1.48
54392,BRC0516F,Vitamina B6,mg,0.08
54393,BRC0516F,Vitamina B12,mcg,1.88
54394,BRC0516F,Vitamina C,mg,12.70
54395,BRC0516F,Equivalente de folato,mcg,8.24
54396,BRC0516F,Sal de adição,g,0.45
54397,BRC0516F,Açúcar de adição,g,0.00
54398,BRC0516F,Gordura de adição,g,1.20
54399,BRC0516F,Proteína vegetal,g,0.64
54400,BRC0516F,Proteína animal,g,19.10
54401,BRC1068F,Energia,kJ,618.00
54402,BRC1068F,Energia,kcal,147.00
54403,BRC1068F,Umidade,g,68.70
54404,BRC1068F,Carboidrato total,g,4.00
54405,BRC1068F,Carboidrato disponível,g,3.06
54406,BRC1068F,Proteína,g,20.00
54407,BRC1068F,Lipídios,g,5.93
54408,BRC1068F,Fibra alimentar,g,0.93
54409,BRC1068F,Álcool,g,0.00
54410,BRC1068F,Cinzas,g,1.42
54411,BRC1068F,Colesterol,mg,45.20
54412,BRC1068F,Ácidos graxos saturados,g,2.57
54413,BRC1068F,Ácidos graxos monoinsaturados,g,2.48
54414,BRC1068F,Ácidos graxos poliinsaturados,g,0.09
54415,BRC1068F,Ácidos graxos trans,g,0.13
54416,BRC1068F,Cálcio,mg,10.40
54417,BRC1068F,Ferro,mg,1.81
54418,BRC1068F,Sódio,mg,136.00
54419,BRC1068F,Magnésio,mg,22.60
54420,BRC1068F,Fósforo,mg,157.00
54421,BRC1068F,Potássio,mg,328.00
54422,BRC1068F,Manganês,mg,0.12
54423,BRC1068F,Zinco,mg,2.79
54424,BRC1068F,Cobre,mg,0.06
54425,BRC1068F,Selênio,mcg,3.14
54426,BRC1068F,Vitamina A (RE),mcg,3.17
54427,BRC1068F,Vitamina A (RAE),mcg,3.29
54428,BRC1068F,Vitamina D,mcg,0.09
54429,BRC1068F,Alfa-tocoferol (Vitamina E),mg,0.33
54430,BRC1068F,Tiamina,mg,0.09
54431,BRC1068F,Riboflavina,mg,0.06
54432,BRC1068F,Niacina,mg,2.76
54433,BRC1068F,Vitamina B6,mg,0.00
54434,BRC1068F,Vitamina B12,mcg,1.81
54435,BRC1068F,Vitamina C,mg,1.66
54436,BRC1068F,Equivalente de folato,mcg,16.80
54437,BRC1068F,Sal de adição,g,0.00
54438,BRC1068F,Açúcar de adição,g,0.45
54439,BRC1068F,Gordura de adição,g,0.00
54440,BRC1068F,Proteína vegetal,g,0.00
54441,BRC1068F,Proteína animal,g,0.00
54442,BRC0612F,Energia,kJ,852.00
54443,BRC0612F,Energia,kcal,203.00
54444,BRC0612F,Umidade,g,59.40
54445,BRC0612F,Carboidrato total,g,0.74
54446,BRC0612F,Carboidrato disponível,g,0.61
54447,BRC0612F,Proteína,g,28.20
54448,BRC0612F,Lipídios,g,9.76
54449,BRC0612F,Fibra alimentar,g,0.14
54450,BRC0612F,Álcool,g,0.00
54451,BRC0612F,Cinzas,g,1.85
54452,BRC0612F,Colesterol,mg,66.00
54453,BRC0612F,Ácidos graxos saturados,g,3.90
54454,BRC0612F,Ácidos graxos monoinsaturados,g,3.89
54455,BRC0612F,Ácidos graxos poliinsaturados,g,0.83
54456,BRC0612F,Ácidos graxos trans,g,0.19
54457,BRC0612F,Cálcio,mg,4.91
54458,BRC0612F,Ferro,mg,2.47
54459,BRC0612F,Sódio,mg,233.00
