id,food_code,description,weight_g
2102,BRC0511F,Pedaço/ Unidade/ Fatia (M),110.00
2103,BRC0231F,Pedaço/ Unidade/ Fatia (M),110.00
2104,BRC0112F,Pedaço/ Unidade/ Fatia (M),120.00
2105,BRC0132F,Porção média,120.00
2106,BRC0510F,Pedaço/ Unidade/ Fatia (M),110.00
2107,BRC0509F,Pedaço/ Unidade/ Fatia (M),110.00
2108,BRC0886F,Pedaço/ Unidade/ Fatia (M),110.00
2109,BRC0884F,Pedaço/ Unidade/ Fatia (M),110.00
2110,BRC0239F,Pedaço/ Unidade/ Fatia (M),110.00
2111,BRC0238F,Pedaço/ Unidade/ Fatia (M),110.00
2112,BRC0134F,Porção média,120.00
2113,BRC0824F,Pedaço/ Unidade/ Fatia (M),110.00
2114,BRC0825F,Pedaço/ Unidade/ Fatia (M),110.00
2115,BRC0113F,Pedaço/ Unidade/ Fatia (M),110.00
2116,BRC0243F,Pedaço/ Unidade/ Fatia (M),110.00
2117,BRC0242F,Pedaço/ Unidade/ Fatia (M),110.00
2118,BRC0241F,Porção média,100.00
2119,BRC0240F,Pedaço/ Unidade/ Fatia (M),110.00
2120,BRC0233F,Pedaço/ Unidade/ Fatia (M),110.00
2121,BRC0232F,Pedaço/ Unidade/ Fatia (M),110.00
2122,BRC0195F,Pedaço/ Unidade/ Fatia (M),110.00
2123,BRC0194F,Pedaço/ Unidade/ Fatia (M),110.00
2124,BRC0133F,Porção média,120.00
2125,BRC0237F,Pedaço/ Unidade/ Fatia (M),110.00
2126,BRC0236F,Porção média,100.00
2127,BRC0230F,Pedaço/ Unidade/ Fatia (M),110.00
2128,BRC0114F,Pedaço/ Unidade/ Fatia (M),110.00
2129,BRC0996F,Porção média,100.00
2130,BRC0997F,Porção média,100.00
2131,BRC0234F,Porção média,100.00
2132,BRC0235F,Pedaço/ Unidade/ Fatia (M),110.00
2133,BRC0135F,Porção média,80.00
2134,BRC1094F,Porção média,100.00
2135,BRC0098F,Porção média,110.00
2136,BRC0992F,Porção média,100.00
2137,BRC0994F,Porção média,100.00
2138,BRC0955F,Porção média,100.00
2139,BRC0115F,Pedaço/ Unidade/ Fatia (M),70.00
2140,BRC0126F,Porção média,110.00
2141,BRC0993F,Porção média,100.00
2142,BRC0995F,Porção média,100.00
2143,BRC0956F,Porção média,100.00
2144,BRC0116F,Pedaço/ Unidade/ Fatia (M),60.00
2145,BRC0127F,Porção média,110.00
2146,BRC1025F,Porção média,100.00
2147,BRC0778F,Porção média,100.00
2148,BRC0103F,Porção média,120.00
2149,BRC0831F,Pedaço/ Unidade/ Fatia (M),100.00
2150,BRC0250F,Pedaço/ Unidade/ Fatia (M),150.00
2151,BRC0568F,Porção média,100.00
2152,BRC0906F,Porção média,110.00
2153,BRC0905F,Porção média,100.00
2154,BRC0902F,Porção média,110.00
2155,BRC0904F,Porção média,110.00
2156,BRC0903F,Porção média,110.00
2157,BRC0551E,Porção média,100.00
2158,BRC1050F,Porção média,100.00
2159,BRC0872F,Porção média,100.00
2160,BRC0147F,Porção média,120.00
2161,BRC0148F,Porção média,120.00
2162,BRC0149F,Porção média,120.00
2163,BRC0150F,Porção média,120.00
2164,BRC0151F,Porção média,120.00
2165,BRC0136F,Porção média,120.00
2166,BRC0137F,Porção média,120.00
2167,BRC0138F,Porção média,120.00
2168,BRC0139F,Porção média,120.00
2169,BRC0140F,Porção média,120.00
2170,BRC0141F,Porção média,120.00
2171,BRC0142F,Porção média,100.00
2172,BRC0143F,Porção média,120.00
2173,BRC0144F,Porção média,120.00
2174,BRC0145F,Porção média,120.00
2175,BRC0851F,Pedaço/ Unidade/ Fatia (M),110.00
2176,BRC0518F,Pedaço/ Unidade/ Fatia (M),110.00
2177,BRC0519F,Pedaço/ Unidade/ Fatia (M),110.00
2178,BRC0520F,Pedaço/ Unidade/ Fatia (M),110.00
2179,BRC0146F,Porção média,120.00
2180,BRC0497F,Pedaço/ Unidade/ Fatia (M),110.00
2181,BRC0483F,Pedaço/ Unidade/ Fatia (M),110.00
2182,BRC0841F,Pedaço/ Unidade/ Fatia (M),110.00
2183,BRC1123F,Porção média,100.00
2184,BRC1076F,Porção média,100.00
2185,BRC0978F,Porção média,100.00
2186,BRC0979F,Porção média,100.00
2187,BRC0479F,Pedaço/ Unidade/ Fatia (M),100.00
2188,BRC0791F,Pedaço/ Unidade/ Fatia (M),110.00
2189,BRC0790F,Pedaço/ Unidade/ Fatia (M),110.00
2190,BRC0793F,Pedaço/ Unidade/ Fatia (M),110.00
2191,BRC0792F,Pedaço/ Unidade/ Fatia (M),110.00
2192,BRC0152F,Porção média,120.00
2193,BRC1041F,Porção média,100.00
2194,BRC0787F,Pedaço/ Unidade/ Fatia (M),110.00
2195,BRC0786F,Pedaço/ Unidade/ Fatia (M),110.00
2196,BRC0789F,Pedaço/ Unidade/ Fatia (M),110.00
2197,BRC0788F,Porção média,100.00
2198,BRC0153F,Porção média,120.00
2199,BRC0785F,Pedaço/ Unidade/ Fatia (M),110.00
2200,BRC0784F,Pedaço/ Unidade/ Fatia (M),110.00
2201,BRC0783F,Pedaço/ Unidade/ Fatia (M),110.00
2202,BRC0782F,Pedaço/ Unidade/ Fatia (M),110.00
2203,BRC0821F,Pedaço/ Unidade/ Fatia (M),120.00
2204,BRC0158F,Porção média,120.00
2205,BRC0687F,Pedaço/ Unidade/ Fatia (M),110.00
2206,BRC0686F,Pedaço/ Unidade/ Fatia (M),110.00
2207,BRC0685F,Pedaço/ Unidade/ Fatia (M),110.00
2208,BRC0159F,Porção média,110.00
2209,BRC0160F,Porção média,110.00
2210,BRC0684F,Pedaço/ Unidade/ Fatia (M),110.00
2211,BRC0690F,Pedaço/ Unidade/ Fatia (M),110.00
2212,BRC0688F,Pedaço/ Unidade/ Fatia (M),110.00
2213,BRC0696F,Pedaço/ Unidade/ Fatia (M),110.00
2214,BRC0695F,Pedaço/ Unidade/ Fatia (M),110.00
2215,BRC0162F,Porção média,120.00
2216,BRC0692F,Pedaço/ Unidade/ Fatia (M),110.00
2217,BRC0691F,Pedaço/ Unidade/ Fatia (M),110.00
2218,BRC0694F,Pedaço/ Unidade/ Fatia (M),110.00
2219,BRC0693F,Pedaço/ Unidade/ Fatia (M),110.00
2220,BRC0522F,Pedaço/ Unidade/ Fatia (M),110.00
2221,BRC0521F,Pedaço/ Unidade/ Fatia (M),110.00
2222,BRC0861F,Pedaço/ Unidade/ Fatia (M),110.00
2223,BRC0860F,Pedaço/ Unidade/ Fatia (M),110.00
2224,BRC0154F,Porção média,130.00
2225,BRC0481F,Pedaço/ Unidade/ Fatia (M),110.00
2226,BRC0493F,Pedaço/ Unidade/ Fatia (M),110.00
2227,BRC0163F,Porção média,110.00
2228,BRC0988F,Porção média,110.00
2229,BRC0164F,Porção média,100.00
2230,BRC0701F,Pedaço/ Unidade/ Fatia (M),110.00
2231,BRC0700F,Pedaço/ Unidade/ Fatia (M),110.00
2232,BRC0699F,Pedaço/ Unidade/ Fatia (M),110.00
2233,BRC0698F,Pedaço/ Unidade/ Fatia (M),110.00
2234,BRC0934F,Porção média,110.00
2235,BRC0935F,Porção média,110.00
2236,BRC0761F,Pedaço/ Unidade/ Fatia (M),110.00
2237,BRC0760F,Pedaço/ Unidade/ Fatia (M),110.00
2238,BRC0705F,Pedaço/ Unidade/ Fatia (M),110.00
2239,BRC0704F,Pedaço/ Unidade/ Fatia (M),110.00
2240,BRC0697F,Pedaço/ Unidade/ Fatia (M),110.00
2241,BRC0703F,Pedaço/ Unidade/ Fatia (M),110.00
2242,BRC0702F,Pedaço/ Unidade/ Fatia (M),110.00
2243,BRC0165F,Porção média,120.00
2244,BRC0848F,Pedaço/ Unidade/ Fatia (M),110.00
2245,BRC0155F,Porção média,80.00
2246,BRC0166F,Porção média,120.00
2247,BRC0913F,Pedaço/ Unidade/ Fatia (M),110.00
2248,BRC0846F,Pedaço/ Unidade/ Fatia (M),110.00
2249,BRC0480F,Pedaço/ Unidade/ Fatia (M),110.00
2250,BRC0489F,Pedaço/ Unidade/ Fatia (M),110.00
2251,BRC0168F,Porção média,120.00
2252,BRC0708F,Pedaço/ Unidade/ Fatia (M),110.00
2253,BRC0707F,Pedaço/ Unidade/ Fatia (M),110.00
2254,BRC0706F,Pedaço/ Unidade/ Fatia (M),110.00
2255,BRC0710F,Pedaço/ Unidade/ Fatia (M),110.00
2256,BRC0709F,Pedaço/ Unidade/ Fatia (M),110.00
2257,BRC0156F,Porção média,80.00
2258,BRC0170F,Pedaço/ Unidade/ Fatia (M),15.00
2259,BRC0169F,Porção média,40.00
2260,BRC0986F,Porção média,80.00
2261,BRC0655F,Porção média,100.00
2262,BRC0689F,Porção média,100.00
2263,BRC0161F,Porção média,100.00
2264,BRC1087F,Porção média,100.00
2265,BRC0492F,Porção média,100.00
2266,BRC0167F,Porção média,100.00
2267,BRC0157F,Porção média,100.00
2268,BRC1125F,Porção média,100.00
2269,BRC1051F,Porção média,100.00
2270,BRC1120F,Porção média,100.00
2271,BRC1052F,Porção média,100.00
2272,BRC1121F,Porção média,100.00
2273,BRC1077F,Porção média,100.00
2274,BRC1053F,Porção média,100.00
2275,BRC1073F,Porção média,100.00
2276,BRC1124F,Porção média,100.00
2277,BRC1119F,Porção média,100.00
2278,BRC0867F,Pedaço/ Unidade/ Fatia (M),110.00
2279,BRC0866F,Pedaço/ Unidade/ Fatia (M),110.00
2280,BRC0171F,Porção média,120.00
2281,BRC0852F,Pedaço/ Unidade/ Fatia (M),110.00
2282,BRC1045F,Porção média,100.00
2283,BRC0261E,Colher servir cheia,60.00
2284,BRC0261E,Colher servir rasa,45.00
2285,BRC0246B,Colher servir rasa,30.00
2286,BRC0246B,Colher sopa rasa,10.00
2287,BRC0245B,Colher servir rasa,30.00
2288,BRC0245B,Colher sopa rasa,10.00
2289,BRC0069B,Xícara chá,30.00
2290,BRC0273C,Porção média,50.00
2291,BRC0266E,Pedaço/ Unidade/ Fatia (M),80.00
2292,BRC0267E,Pedaço/ Unidade/ Fatia (M),80.00
2293,BRC0275E,Pedaço/ Unidade/ Fatia (M),80.00
2294,BRC0274E,Pedaço/ Unidade/ Fatia (M),80.00
2295,BRC0269E,Pedaço/ Unidade/ Fatia (M),80.00
2296,BRC0268E,Pedaço/ Unidade/ Fatia (M),80.00
2297,BRC0270E,Pedaço/ Unidade/ Fatia (M),80.00
2298,BRC0271E,Pedaço/ Unidade/ Fatia (M),80.00
2299,BRC0272E,Pedaço/ Unidade/ Fatia (M),80.00
2300,BRC0273E,Pedaço/ Unidade/ Fatia (M),80.00
2301,BRC0849A,Unidade média,25.00
2302,BRC0201T,Pedaço/ Unidade/ Fatia (M),150.00
2303,BRC0202T,Pedaço/ Unidade/ Fatia (M),150.00
2304,BRC0012U,Pedaço/ Unidade/ Fatia (M),30.00
2305,BRC0019U,Pedaço/ Unidade/ Fatia (M),30.00
2306,BRC0020U,Pedaço/ Unidade/ Fatia (M),30.00
2307,BRC0003U,Porção média,30.00
2308,BRC0070B,Xícara chá,30.00
2309,BRC0106B,Colher servir rasa,30.00
2310,BRC0106B,Colher sopa rasa,10.00
2311,BRC0030L,Colher sobremesa cheia,15.00
2312,BRC0030L,Colher sobremesa rasa,9.00
2313,BRC0030L,Colher sopa cheia,20.00
2314,BRC0030L,Colher sopa rasa,11.00
2315,BRC0108B,Colher sopa cheia,20.00
2316,BRC0357B,Colher sopa rasa,10.00
2317,BRC0356B,Colher sopa rasa,10.00
2318,BRC0289B,Colher sopa rasa,15.00
2319,BRC0288B,Colher sopa rasa,15.00
2320,BRC0114B,Colher sopa rasa,10.00
2321,BRC0918B,Colher sopa cheia,20.00
2322,BRC0018B,Colher sopa rasa,10.00
2323,BRC0112B,Colher sopa rasa,15.00
2324,BRC0917B,Colher sopa cheia,20.00
2325,BRC1076B,Colher café cheia,4.00
2326,BRC1076B,Colher café rasa,1.00
2327,BRC1207B,Colher sopa rasa,10.00
2328,BRC0921B,Colher sopa cheia,20.00
2329,BRC0084B,Colher sopa cheia,10.00
2330,BRC0019B,Colher sopa rasa,10.00
2331,BRC1203B,Porção média,60.00
2332,BRC0341B,Colher servir cheia,40.00
2333,BRC0341B,Colher sopa cheia,25.00
2334,BRC0341B,Colher sopa rasa,15.00
2335,BRC0340B,Colher servir cheia,40.00
2336,BRC0340B,Colher sopa cheia,25.00
2337,BRC0340B,Colher sopa rasa,15.00
2338,BRC0333B,Colher servir cheia,40.00
2339,BRC0333B,Colher sopa cheia,25.00
2340,BRC0333B,Colher sopa rasa,15.00
2341,BRC0333B,Escumadeira rasa,50.00
2342,BRC0332B,Colher servir cheia,40.00
2343,BRC0332B,Colher sopa cheia,25.00
2344,BRC0332B,Colher sopa rasa,15.00
2345,BRC0332B,Escumadeira rasa,50.00
2346,BRC0913B,Colher sopa cheia,20.00
2347,BRC0047B,Colher servir cheia,40.00
2348,BRC0047B,Colher sopa cheia,25.00
2349,BRC0047B,Colher sopa rasa,15.00
2350,BRC0020B,Colher sopa cheia,17.00
2351,BRC0020B,Colher sopa rasa,12.00
2352,BRC1230B,Porção média,80.00
2353,BRC0335B,Colher servir cheia,40.00
2354,BRC0335B,Colher sopa cheia,25.00
2355,BRC0335B,Colher sopa rasa,15.00
2356,BRC0335B,Escumadeira rasa,50.00
2357,BRC0334B,Colher servir cheia,40.00
2358,BRC0334B,Colher sopa cheia,25.00
2359,BRC0334B,Colher sopa rasa,15.00
2360,BRC0334B,Escumadeira rasa,50.00
2361,BRC0337B,Colher servir cheia,40.00
2362,BRC0337B,Colher sopa cheia,25.00
2363,BRC0337B,Colher sopa rasa,15.00
2364,BRC0337B,Escumadeira rasa,50.00
2365,BRC0336B,Colher servir cheia,40.00
2366,BRC0336B,Colher sopa cheia,25.00
2367,BRC0336B,Colher sopa rasa,15.00
2368,BRC0336B,Escumadeira rasa,50.00
2369,BRC0081A,Colher sopa cheia,20.00
2370,BRC1229A,Colher sopa cheia,15.00
2371,BRC1229A,Colher sopa rasa,12.00
2372,BRC0082A,Pedaço/ Unidade/ Fatia (M),25.00
2373,BRC0083A,Pedaço/ Unidade/ Fatia (M),25.00
2374,BRC0084A,Pedaço/ Unidade/ Fatia (M),25.00
2375,BRC0085A,Pedaço/ Unidade/ Fatia (M),25.00
2376,BRC0086A,Pedaço/ Unidade/ Fatia (M),25.00
2377,BRC0095A,Colher chá cheia,4.00
2378,BRC0095A,Colher sobremesa cheia,13.00
2379,BRC0095A,Colher sobremesa rasa,7.00
2380,BRC0095A,Colher sopa cheia,20.00
2381,BRC0095A,Colher sopa rasa,10.00
2382,BRC0091A,Colher chá cheia,2.00
2383,BRC0091A,Colher chá rasa,1.00
2384,BRC0091A,Colher sobremesa cheia,6.00
2385,BRC0091A,Colher sobremesa rasa,3.00
2386,BRC0091A,Colher sopa cheia,20.00
2387,BRC0091A,Colher sopa rasa,10.00
2388,BRC0088A,Colher sopa cheia,20.00
2389,BRC0088A,Colher sopa rasa,10.00
2390,BRC0089A,Colher chá cheia,2.00
2391,BRC0089A,Colher chá rasa,1.00
2392,BRC0089A,Colher sobremesa cheia,6.00
2393,BRC0089A,Colher sobremesa rasa,3.00
2394,BRC0089A,Colher sopa cheia,20.00
2395,BRC0089A,Colher sopa rasa,10.00
2396,BRC0090A,Colher chá cheia,3.00
2397,BRC0090A,Colher chá rasa,2.00
2398,BRC0090A,Colher sobremesa cheia,5.00
2399,BRC0090A,Colher sobremesa rasa,3.00
2400,BRC0090A,Colher sopa cheia,20.00
2401,BRC0090A,Colher sopa rasa,10.00
2402,BRC0092A,Colher chá cheia,2.00
2403,BRC0092A,Colher chá rasa,1.00
2404,BRC0092A,Colher sobremesa cheia,6.00
2405,BRC0092A,Colher sobremesa rasa,3.00
2406,BRC0092A,Colher sopa cheia,20.00
2407,BRC0092A,Colher sopa rasa,10.00
2408,BRC0087A,Colher chá cheia,2.00
2409,BRC0087A,Colher chá rasa,1.00
2410,BRC0087A,Colher sobremesa cheia,6.00
2411,BRC0087A,Colher sobremesa rasa,3.00
2412,BRC0087A,Colher sopa cheia,8.00
2413,BRC0087A,Colher sopa rasa,6.00
2414,BRC0396A,Porção média,30.00
2415,BRC0094A,Colher chá cheia,4.00
2416,BRC0094A,Colher sobremesa cheia,13.00
2417,BRC0094A,Colher sobremesa rasa,7.00
2418,BRC0094A,Colher sopa cheia,20.00
2419,BRC0094A,Colher sopa rasa,10.00
2420,BRC0093A,Colher chá cheia,4.00
2421,BRC0093A,Colher sobremesa cheia,13.00
2422,BRC0093A,Colher sobremesa rasa,7.00
2423,BRC0093A,Colher sopa cheia,20.00
2424,BRC0093A,Colher sopa rasa,10.00
2425,BRC0098A,Colher sopa cheia,5.00
2426,BRC0098A,Copo americano duplo,47.00
2427,BRC0098A,Copo americano pequeno,38.00
2428,BRC0098A,Porção média,30.00
2429,BRC0098A,Prato fundo,100.00
2430,BRC0098A,Prato raso,80.00
2431,BRC0099A,Colher sopa cheia,5.00
2432,BRC0099A,Copo americano duplo,47.00
2433,BRC0099A,Copo americano pequeno,38.00
2434,BRC0099A,Pedaço/ Unidade/ Fatia (M),30.00
2435,BRC0099A,Prato fundo,100.00
2436,BRC0099A,Prato raso,80.00
2437,BRC0100A,Colher sopa cheia,5.00
2438,BRC0100A,Copo americano duplo,47.00
2439,BRC0100A,Copo americano pequeno,38.00
2440,BRC0100A,Pedaço/ Unidade/ Fatia (M),30.00
2441,BRC0100A,Prato fundo,100.00
2442,BRC0100A,Prato raso,80.00
2443,BRC1023A,Colher sopa cheia,5.00
2444,BRC1023A,Copo americano duplo,47.00
2445,BRC1023A,Copo americano pequeno,38.00
2446,BRC1023A,Pedaço/ Unidade/ Fatia (M),30.00
2447,BRC0103A,Colher sopa cheia,5.00
2448,BRC0103A,Copo americano duplo,47.00
2449,BRC0103A,Copo americano pequeno,38.00
2450,BRC0103A,Pedaço/ Unidade/ Fatia (M),30.00
2451,BRC0103A,Prato fundo,100.00
2452,BRC0103A,Prato raso,80.00
2453,BRC0101A,Colher sopa cheia,5.00
2454,BRC0101A,Copo americano duplo,47.00
2455,BRC0101A,Copo americano pequeno,38.00
2456,BRC0101A,Pedaço/ Unidade/ Fatia (M),30.00
2457,BRC0101A,Prato fundo,100.00
2458,BRC0101A,Prato raso,80.00
2459,BRC0102A,Colher sopa cheia,5.00
2460,BRC0102A,Copo americano duplo,47.00
2461,BRC0102A,Copo americano pequeno,38.00
2462,BRC0102A,Pedaço/ Unidade/ Fatia (M),30.00
2463,BRC0102A,Prato fundo,100.00
2464,BRC0102A,Prato raso,80.00
2465,BRC0104A,Colher sopa cheia,5.00
2466,BRC0104A,Copo americano duplo,47.00
2467,BRC0104A,Copo americano pequeno,38.00
2468,BRC0104A,Pedaço/ Unidade/ Fatia (M),30.00
2469,BRC0104A,Prato fundo,100.00
2470,BRC0104A,Prato raso,80.00
2471,BRC0105A,Colher sopa cheia,5.00
2472,BRC0105A,Copo americano duplo,47.00
2473,BRC0105A,Copo americano pequeno,38.00
2474,BRC0105A,Pedaço/ Unidade/ Fatia (M),30.00
2475,BRC0105A,Prato fundo,100.00
2476,BRC0105A,Prato raso,80.00
2477,BRC0993A,Colher sopa cheia,5.00
2478,BRC0179C,Porção média,40.00
2479,BRC0182C,Porção média,40.00
2480,BRC0302E,Pedaço/ Unidade/ Fatia (M),120.00
2481,BRC0301E,Pedaço/ Unidade/ Fatia (M),120.00
2482,BRC0300E,Pedaço/ Unidade/ Fatia (M),120.00
2483,BRC0299E,Pedaço/ Unidade/ Fatia (M),120.00
2484,BRC0298E,Pedaço/ Unidade/ Fatia (M),120.00
2485,BRC0297E,Pedaço/ Unidade/ Fatia (M),120.00
2486,BRC1163A,Colher sopa cheia,15.00
2487,BRC0106A,Colher sopa cheia,20.00
2488,BRC0791A,Colher servir cheia,60.00
2489,BRC0790A,Colher servir cheia,60.00
2490,BRC0789A,Colher sopa cheia,20.00
2491,BRC0286E,Porção média,100.00
2492,BRC0285E,Pedaço/ Unidade/ Fatia (M),100.00
2493,BRC0280E,Pedaço/ Unidade/ Fatia (M),100.00
2494,BRC0281E,Pedaço/ Unidade/ Fatia (M),100.00
2495,BRC0283E,Pedaço/ Unidade/ Fatia (M),100.00
2496,BRC0284E,Pedaço/ Unidade/ Fatia (M),100.00
2497,BRC0276E,Pedaço/ Unidade/ Fatia (M),100.00
2498,BRC0277E,Pedaço/ Unidade/ Fatia (M),100.00
2499,BRC0278E,Pedaço/ Unidade/ Fatia (M),100.00
2500,BRC0279E,Pedaço/ Unidade/ Fatia (M),100.00
2501,BRC1202B,Colher chá rasa,2.00
2502,BRC0172H,Copo americano duplo,165.00
2503,BRC0007R,Colher sopa rasa,8.00
2504,BRC0008R,Colher sopa rasa,8.00
2505,BRC0009R,Colher sopa rasa,8.00
2506,BRC0037K,Colher sopa rasa,20.00
2507,BRC0935B,Porção média,90.00
2508,BRC0936B,Porção média,90.00
2509,BRC0941B,Porção média,90.00
2510,BRC0942B,Porção média,90.00
2511,BRC0943B,Porção média,90.00
2512,BRC0944B,Porção média,90.00
2513,BRC0937B,Porção média,90.00
2514,BRC0939B,Porção média,90.00
2515,BRC0940B,Porção média,90.00
2516,BRC0938B,Porção média,90.00
2517,BRC0962B,Pedaço/ Unidade/ Fatia (M),90.00
2518,BRC0128B,Pedaço/ Unidade/ Fatia (M),90.00
2519,BRC0150K,Porção média,45.00
2520,BRC0021B,Colher sopa rasa,12.00
2521,BRC0110B,Colher sopa cheia,10.00
2522,BRC0402A,Colher sopa cheia,25.00
2523,BRC0716B,Colher sopa rasa,10.00
2524,BRC0208B,Colher servir cheia,76.00
2525,BRC0208B,Colher servir rasa,38.00
2526,BRC0208B,Colher sopa cheia,45.00
2527,BRC0208B,Colher sopa rasa,20.00
2528,BRC0208B,Escumadeira cheia,136.00
2529,BRC0208B,Escumadeira rasa,90.00
2530,BRC0207B,Colher servir cheia,76.00
2531,BRC0207B,Colher servir rasa,38.00
2532,BRC0207B,Colher sopa cheia,45.00
2533,BRC0207B,Colher sopa rasa,20.00
2534,BRC0207B,Escumadeira cheia,136.00
2535,BRC0207B,Escumadeira rasa,90.00
2536,BRC0071B,Xícara chá,30.00
2537,BRC0159B,Colher servir cheia,76.00
2538,BRC0159B,Colher servir rasa,38.00
2539,BRC0159B,Colher sopa cheia,45.00
2540,BRC0159B,Colher sopa rasa,20.00
2541,BRC0159B,Escumadeira cheia,136.00
2542,BRC0159B,Escumadeira rasa,90.00
2543,BRC0158B,Colher servir cheia,76.00
2544,BRC0158B,Colher servir rasa,38.00
2545,BRC0158B,Colher sopa cheia,45.00
2546,BRC0158B,Colher sopa rasa,20.00
2547,BRC0158B,Escumadeira cheia,136.00
2548,BRC0158B,Escumadeira rasa,90.00
2549,BRC0218T,Concha cheia,150.00
2550,BRC0219T,Concha cheia,150.00
2551,BRC0221C,Colher chá rasa,4.00
2552,BRC0221C,Colher sobremesa rasa,11.00
2553,BRC0221C,Colher sobremesa rasa,26.00
2554,BRC0221C,Colher sopa cheia,34.00
2555,BRC0221C,Colher sopa rasa,22.00
2556,BRC0181K,Pedaço/ Unidade/ Fatia (M),30.00
2557,BRC0038K,Pedaço/ Unidade/ Fatia (M),30.00
2558,BRC0039K,Pedaço/ Unidade/ Fatia (M),30.00
2559,BRC0041K,Pedaço/ Unidade/ Fatia (M),30.00
2560,BRC0042K,Pedaço/ Unidade/ Fatia (M),30.00
2561,BRC0043K,Pedaço/ Unidade/ Fatia (M),30.00
2562,BRC0045K,Pedaço/ Unidade/ Fatia (M),30.00
2563,BRC0040K,Pedaço/ Unidade/ Fatia (M),30.00
2564,BRC0044K,Pedaço/ Unidade/ Fatia (M),30.00
2565,BRC0046K,Pedaço/ Unidade/ Fatia (M),30.00
2566,BRC0047K,Pedaço/ Unidade/ Fatia (M),30.00
2567,BRC0049K,Pedaço/ Unidade/ Fatia (M),30.00
2568,BRC0050K,Pedaço/ Unidade/ Fatia (M),30.00
2569,BRC0051K,Pedaço/ Unidade/ Fatia (M),30.00
2570,BRC0185K,Pedaço/ Unidade/ Fatia (M),30.00
2571,BRC0184K,Pedaço/ Unidade/ Fatia (M),30.00
2572,BRC0052K,Pedaço/ Unidade/ Fatia (M),30.00
2573,BRC0001N,Pedaço/ Unidade/ Fatia (M),30.00
2574,BRC0048K,Pedaço/ Unidade/ Fatia (M),30.00
2575,BRC0093K,Pedaço/ Unidade/ Fatia (M),50.00
2576,BRC0053K,Pedaço/ Unidade/ Fatia (M),30.00
2577,BRC0154K,Porção média,30.00
2578,BRC0094K,Colher sopa cheia,25.00
2579,BRC0194K,Colher servir rasa,10.00
2580,BRC0054K,Pedaço/ Unidade/ Fatia (M),30.00
2581,BRC0011K,Colher café cheia,2.00
2582,BRC0011K,Colher chá cheia,4.00
2583,BRC0011K,Colher chá rasa,2.00
2584,BRC0011K,Colher sobremesa cheia,10.00
2585,BRC0011K,Colher sobremesa rasa,7.00
2586,BRC0011K,Colher sopa cheia,15.00
2587,BRC0011K,Colher sopa rasa,10.00
2588,BRC0904B,Colher servir cheia,60.00
2589,BRC0904B,Colher servir rasa,40.00
2590,BRC0905B,Colher servir cheia,60.00
2591,BRC0905B,Colher servir rasa,40.00
2592,BRC0274B,Colher servir cheia,45.00
2593,BRC0274B,Colher servir rasa,28.00
2594,BRC0274B,Colher sopa cheia,20.00
2595,BRC0274B,Colher sopa rasa,15.00
2596,BRC0274B,Escumadeira cheia,110.00
2597,BRC0274B,Escumadeira rasa,60.00
2598,BRC0273B,Colher servir cheia,45.00
2599,BRC0273B,Colher servir rasa,28.00
2600,BRC0273B,Colher sopa cheia,20.00
2601,BRC0273B,Colher sopa rasa,15.00
2602,BRC0273B,Escumadeira cheia,110.00
2603,BRC0273B,Escumadeira rasa,60.00
2604,BRC0230B,Colher servir cheia,45.00
2605,BRC0230B,Colher servir rasa,28.00
2606,BRC0230B,Colher sopa cheia,20.00
2607,BRC0230B,Colher sopa rasa,15.00
2608,BRC0230B,Escumadeira cheia,110.00
2609,BRC0230B,Escumadeira rasa,60.00
2610,BRC0229B,Colher servir cheia,45.00
2611,BRC0229B,Colher servir rasa,28.00
2612,BRC0229B,Colher sopa cheia,20.00
2613,BRC0229B,Colher sopa rasa,15.00
2614,BRC0229B,Escumadeira cheia,110.00
2615,BRC0229B,Escumadeira rasa,60.00
2616,BRC0154B,Colher servir cheia,45.00
2617,BRC0154B,Colher servir rasa,28.00
2618,BRC0154B,Colher sopa cheia,20.00
2619,BRC0154B,Colher sopa rasa,15.00
2620,BRC0154B,Escumadeira cheia,110.00
2621,BRC0154B,Escumadeira rasa,60.00
2622,BRC0050B,Colher servir cheia,45.00
2623,BRC0050B,Colher servir rasa,28.00
2624,BRC0050B,Colher sopa cheia,20.00
2625,BRC0050B,Colher sopa rasa,15.00
2626,BRC0050B,Escumadeira cheia,110.00
2627,BRC0050B,Escumadeira rasa,60.00
2628,BRC0022B,Colher sopa cheia,20.00
2629,BRC0058B,Colher servir cheia,45.00
2630,BRC0058B,Colher servir rasa,28.00
2631,BRC0058B,Colher sopa cheia,20.00
2632,BRC0058B,Colher sopa rasa,15.00
2633,BRC0058B,Escumadeira cheia,110.00
2634,BRC0058B,Escumadeira rasa,60.00
2635,BRC0036B,Colher servir cheia,45.00
2636,BRC0036B,Colher servir rasa,28.00
2637,BRC0036B,Colher sopa cheia,20.00
2638,BRC0036B,Colher sopa rasa,15.00
2639,BRC0036B,Escumadeira cheia,110.00
2640,BRC0036B,Escumadeira rasa,60.00
2641,BRC0574F,Pedaço/ Unidade/ Fatia (M),110.00
2642,BRC0575F,Pedaço/ Unidade/ Fatia (M),110.00
2643,BRC0576F,Pedaço/ Unidade/ Fatia (M),110.00
2644,BRC0577F,Pedaço/ Unidade/ Fatia (M),110.00
