id,code,url,portuguese_name,name,cientific_name,group,brand
89,BRC0063B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=y9b%2BBTZ32wC6UdQ1TXMacQ%3D%3D,"Alface, americana, crua, Brasil","Alface, americana, crua, Brasil",Lactuca sativa L.,Vegetais e derivados,
90,BRC0060B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=SlDKZ7oxgL%2FyOINmk8OR5A%3D%3D,"Alface, crespa, crua, brasil","Alface, crespa, crua, brasil",Lactuca sativa L.,Vegetais e derivados,
91,BRC0009B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=xPXGryn5%2BLTCDCmLaCRxVw%3D%3D,"Alface, crua, Brasil","Alface, crua, Brasil",Lactuca sativa L.,Vegetais e derivados,
92,BRC0061B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=tjwlP%2BkoVMlfJfHf%2Ftc%2FVA%3D%3D,"Alface, lisa, crua, Brasil","Alface, lisa, crua, Brasil",Lactuca sativa L.,Vegetais e derivados,
93,BRC0062B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=KYHlbcrU9DB%2Fo2BupSTE7g%3D%3D,"Alface, roxa, crua, Brasil","Alface, roxa, crua, Brasil",Lactuca sativa L.,Vegetais e derivados,
94,BRC0067B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=T93Irh43o%2F2p%2FmFTGydxVA%3D%3D,"Alfavaca (manjericão-doce), crua, Brasil","Alfavaca (manjericão-doce), crua, Brasil",Ocimum basilicum L.,Vegetais e derivados,
95,BRC1061B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=0F7j3kFH146pv6JLFFeupg%3D%3D,"Alga, ágar ágar, em pó (dado importado)","Alga, ágar ágar, em pó (dado importado)",Gelidium cartilagineum  (L.) Gaillon,Vegetais e derivados,
96,BRC0222K,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=gjjwEfHUUB43LFNaVaGGzw%3D%3D,"Algodão, doce (dado importado)","Algodão, doce (dado importado)",,Açúcares e doces,
97,BRC0115B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Xq5KB4Zv2dSDFPilXq7ktQ%3D%3D,"Alho, cozido, drenado, s/ óleo, s/ sal, Brasil","Alho, cozido, drenado, s/ óleo, s/ sal, Brasil",Allium sativum,Vegetais e derivados,
98,BRC0010B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=TJerEZrwX%2Bxzp97mKro%2FZQ%3D%3D,"Alho, cru, Brasil","Alho, cru, Brasil",Allium sativum L.,Vegetais e derivados,
99,BRC1074B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=fQ3Oo7sigJhwu%2BE0%2B8DJVw%3D%3D,"Alho, em pó (dado importado)","Alho, em pó (dado importado)",Allium sativum L.,Vegetais e derivados,
100,BRC0113B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qHrlQbTsSvDv0xKL7T6XHA%3D%3D,"Alho, refogado (c/ óleo de soja), s/ sal, Brasil","Alho, refogado (c/ óleo de soja), s/ sal, Brasil",Allium sativum,Vegetais e derivados,
101,BRC0714B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=1j7NFFUxHHMmaCep%2F68NgA%3D%3D,"Alho-poró, cozido, drenado, s/ óleo, s/ sal (dado importado)","Alho-poró, cozido, drenado, s/ óleo, s/ sal (dado importado)",Allium ampeloprasum L. var. porrum,Vegetais e derivados,
102,BRC0068B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=FAlpqTW7DZ9kjYJHWEB7aw%3D%3D,"Alho-poró, cru, Brasil","Alho-poró, cru, Brasil",Allium ampeloprasum L. var. porrum,Vegetais e derivados,
103,BRC0539E,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=QszyaXN764YUjJwfub6h5w%3D%3D,"Alichela, caseira","Alichela, caseira",,Pescados e frutos do mar,
104,BRC0011B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=M%2FC8ftQEoPSlfg46k1ViMg%3D%3D,"Almeirão (chicória amarga), cru, Brasil","Almeirão (chicória amarga), cru, Brasil",Cichorium intybus,Vegetais e derivados,
105,BRC0105B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=x6j46wCClDB57ynoVo8aEw%3D%3D,"Almeirão (chicória amarga), refogado (c/ óleo, cebola e alho), s/ sal","Almeirão (chicória amarga), refogado (c/ óleo, cebola e alho), s/ sal",Cichorium intybus,Vegetais e derivados,
106,BRC0149B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=t3RXXGFXm12dyBuJ%2F7Hmew%3D%3D,"Almeirão (chicoria, radiche), refogado (c/ óleo, cebola e alho), c/ sal, Brasil","Almeirão (chicoria, radiche), refogado (c/ óleo, cebola e alho), c/ sal, Brasil",,Vegetais e derivados,
107,BRC0210B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=5Nau6kfnteaQfXOUslgnKQ%3D%3D,"Almeirão, cozido, drenado, s/ óleo, c/ sal","Almeirão, cozido, drenado, s/ óleo, c/ sal",,Vegetais e derivados,
108,BRC0209B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=TY8%2FIlnbuKQWKr2Q2PUtJw%3D%3D,"Almeirão, cozido, drenado, s/ óleo, s/ sal, Brasil","Almeirão, cozido, drenado, s/ óleo, s/ sal, Brasil",Cichorium intybus intybus,Vegetais e derivados,
109,BRC0206T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=1csLzWexS%2FgE%2FhEfKhITBA%3D%3D,"Almôndega de soja, assada, c/ molho de tomate, c/ sal","Almôndega de soja, assada, c/ molho de tomate, c/ sal",,Leguminosas e derivados,
110,BRC0205T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=tsHU3XIREGzHNapcbzn0Ng%3D%3D,"Almôndega de soja, assada, c/ sal","Almôndega de soja, assada, c/ sal",,Leguminosas e derivados,
111,BRC0204T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=O5ywK0fw8jid9BwEEe3q5g%3D%3D,"Almôndega de soja, assada, s/ sal","Almôndega de soja, assada, s/ sal",,Leguminosas e derivados,
112,BRC0887F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=%2BSZVXXrL4E3JqeJ2%2FnHAAg%3D%3D,"Almôndega, ao sugo (molho de tomate)","Almôndega, ao sugo (molho de tomate)",,Carnes e derivados,
113,BRC1097F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=WM6Ud8%2BE1pUx7KBDXRBHaA%3D%3D,"Almôndega, carne bovina, c/ molho branco (molho bechamel), c/ queijo parmesão, gratinado, c/ sal, Brasil","Almôndega, carne bovina, c/ molho branco (molho bechamel), c/ queijo parmesão, gratinado, c/ sal, Brasil",,Carnes e derivados,
114,BRC0990F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=CXY0tE8KXFQ0WpjWGWwA3w%3D%3D,"Almôndega, carne bovina, grelhada, artesanal, c/ sal, Brasil","Almôndega, carne bovina, grelhada, artesanal, c/ sal, Brasil",,Carnes e derivados,
115,BRC0991F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=V1ckfsER2O4r0sdILnx1Ew%3D%3D,"Almôndega, carne bovina, grelhada, artesanal, s/ sal, Brasil","Almôndega, carne bovina, grelhada, artesanal, s/ sal, Brasil",,Carnes e derivados,
116,BRC0002F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=QvaVRaayXUVSNWqTcBpoaA%3D%3D,"Almôndega, carne, ave, industrializada, crua, c/ sal, Brasil","Almôndega, carne, ave, industrializada, crua, c/ sal, Brasil",,Carnes e derivados,Sadia
117,BRC0003F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ePqmB%2BzEhAc2WY6JLEAvNg%3D%3D,"Almôndega, carne, boi, crua, c/ sal, industrializada, Brasil","Almôndega, carne, boi, crua, c/ sal, industrializada, Brasil",,Carnes e derivados,Sadia
118,BRC0001F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=HVXuYcn7XSdREBRUcy5KRg%3D%3D,"Almôndega, carne, boi, industrializada, crua, c/ sal, Brasil","Almôndega, carne, boi, industrializada, crua, c/ sal, Brasil",,Carnes e derivados,
119,BRC0004F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=tYATeqhHyIiJInw%2F2GEB3w%3D%3D,"Almôndega, carne, boi, industrializada, frita, c/ sal, Brasil","Almôndega, carne, boi, industrializada, frita, c/ sal, Brasil",,Carnes e derivados,
120,BRC0401A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=yevozUhFaWulB85e4Ao49A%3D%3D,"Amaranto, grão, cozido, s/ óleo, s/ sal (dado importado)","Amaranto, grão, cozido, s/ óleo, s/ sal (dado importado)",Amaranthus cruentus L.,Cereais e derivados,
121,BRC0400A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=7OHQHn%2Fac1GEhYrBUIP71A%3D%3D,"Amaranto, grão, cru (dado importado)","Amaranto, grão, cru (dado importado)",Amaranthus cruentus L.,Cereais e derivados,
122,BRC0213K,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=hHKBAlBTDjXQ3IWO48BTPA%3D%3D,Ameixa de queijo,Ameixa de queijo,,Açúcares e doces,
123,BRC0005C,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ZlscJhQyP%2FX4UuTUPNLd6A%3D%3D,"Ameixa, c/ casca, in natura, Brasil","Ameixa, c/ casca, in natura, Brasil",Prunus domestica,Frutas e derivados,
124,BRC0186C,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=sV2%2B8fx6e4SmAimLtySqJA%3D%3D,"Ameixa, em calda, enlatada, Brasil","Ameixa, em calda, enlatada, Brasil",Prunus subg. Prunus,Frutas e derivados,
125,BRC0181C,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=CXmFlQIBFSRicGHJ4nAg7A%3D%3D,"Ameixa, seca (dado importado)","Ameixa, seca (dado importado)",Prunus domestica,Frutas e derivados,
126,BRC0011U,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=DyI%2BvPPWZRZG%2BerNj4CoDQ%3D%3D,"Amêndoa, crua, s/ sal, Brasil","Amêndoa, crua, s/ sal, Brasil",Prunua amygdalus L.,Nozes e sementes,
127,BRC0001U,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=lKd%2FudIxYt5P7ryny4HI%2FQ%3D%3D,"Amêndoa, torrada, c/ sal, Brasil","Amêndoa, torrada, c/ sal, Brasil",Arábic amygdalu var. Dulcis,Nozes e sementes,
128,BRC0018U,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=x%2FgKrw%2FMhfm%2FxDE2fF43gA%3D%3D,"Amêndoa, torrada, caramelizada","Amêndoa, torrada, caramelizada",,Nozes e sementes,
129,BRC0192T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6erYjY0DGua8bCwHtLsUbg%3D%3D,"Amendoim, caramelizado","Amendoim, caramelizado",,Leguminosas e derivados,
130,BRC0020T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=dkndOnnIgym0Pk3219AQsQ%3D%3D,"Amendoim, grão, cru, Brasil","Amendoim, grão, cru, Brasil",Arachis hypogaea L.,Leguminosas e derivados,
131,BRC0263T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ZlyVsmzYXvlGvMytk%2BRHVA%3D%3D,"Amendoim, japonês, caseiro","Amendoim, japonês, caseiro",,Leguminosas e derivados,
132,BRC0264T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=BLGJflKbSVPFFb2u9kYqRw%3D%3D,"Amendoim, ovinhos, assado, caseiro","Amendoim, ovinhos, assado, caseiro",,Leguminosas e derivados,
133,BRC0291T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=sECFVQ7Krh%2F2xLJaJNxCFg%3D%3D,"Amendoim, ovinhos, frito, caseiro","Amendoim, ovinhos, frito, caseiro",,Leguminosas e derivados,
134,BRC0021T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=M%2Baj05eqQa93CuShpdDibA%3D%3D,"Amendoim, torrado, c/ sal, Brasil","Amendoim, torrado, c/ sal, Brasil",Arachis hypogaea L.,Leguminosas e derivados,
135,BRC0170C,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=239E7MnVG8ZWuqCvvOTAxw%3D%3D,"Amora preta, in natura, Brasil","Amora preta, in natura, Brasil",Rubus ssp.,Frutas e derivados,
136,BRC0265T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=XYmG1OupuVc4IWBcS58Npg%3D%3D,"Análogo de queijo, queijo vegetal, c/ tremoço, castanha de caju e polvilho doce*, artesanal, c/ sal, Brasil","Análogo de queijo, queijo vegetal, c/ tremoço, castanha de caju e polvilho doce*, artesanal, c/ sal, Brasil",,Leguminosas e derivados,
137,BRC0033T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ZKPPjE1fI5V60ECKR%2FGVfQ%3D%3D,"Análogo, hambúrguer (hamburger), soja, s/ temperos, s/ sal, cru, Brasil","Análogo, hambúrguer (hamburger), soja, s/ temperos, s/ sal, cru, Brasil",Glycine max L.,Leguminosas e derivados,
138,BRC0034T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=GDaSJQEDx5dsgj4BXKU2hg%3D%3D,"Análogo, quibe (kibe), soja, mini, s/ tempero, s/ sal, cru, Brasil","Análogo, quibe (kibe), soja, mini, s/ tempero, s/ sal, cru, Brasil",Glycine max L.,Leguminosas e derivados,
139,BRC0038T,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=ZHrM8HQSFNw7JyOWBLcq5w%3D%3D,"Análogo, salsicha, soja, crua, Brasil","Análogo, salsicha, soja, crua, Brasil",Glycine max L.,Leguminosas e derivados,
140,BRC0669A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=8rCRrN74PSlj%2Bomm0RF9SQ%3D%3D,"Angu à baiana, polenta, c/ molho bolonhesa, c/ sal","Angu à baiana, polenta, c/ molho bolonhesa, c/ sal",,Cereais e derivados,
141,BRC0816B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=MNP1tIf1EdgEppGSvKkhvw%3D%3D,"Angu a baiana, polenta, c/ molho de carne bovina, c/ sal","Angu a baiana, polenta, c/ molho de carne bovina, c/ sal",,Vegetais e derivados,
142,BRC1108B,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=25rJVKCGQ%2FkLGLOqApmhWg%3D%3D,"Anis estrelado, semente (dado importado)","Anis estrelado, semente (dado importado)",Illicium verum,Vegetais e derivados,
143,BRC0006F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=1U5o1%2BJclCvpFUmp2rMr4w%3D%3D,"Apresuntado, cozido (média de diferentes marcas), Brasil","Apresuntado, cozido (média de diferentes marcas), Brasil",,Carnes e derivados,
144,BRC0007F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=qywe%2BduxB9nf%2FXcJMVkDiA%3D%3D,"Apresuntado, fatiado, cozido, Brasil","Apresuntado, fatiado, cozido, Brasil",,Carnes e derivados,Sadia
145,BRC0008F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=o89pL0MvJXbPQNTUpKd3pA%3D%3D,"Apresuntado, metro, cozido, Brasil","Apresuntado, metro, cozido, Brasil",,Carnes e derivados,Seara
146,BRC0009F,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6fnYCiBc558g9pyo%2FCgwJA%3D%3D,"Apresuntado, retangular, cozido, Brasil","Apresuntado, retangular, cozido, Brasil",,Carnes e derivados,Seara
147,BRC0228C,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=%2FMKt6tuZTiDW1T%2BPHj7jDA%3D%3D,"Araçá, polpa, com casca, sem semente, in natura, Brasil","Araçá, polpa, com casca, sem semente, in natura, Brasil",Psidium cattleianum,Frutas e derivados,
148,BRC1221A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Ltj5dkUVL7AwIODB2SC3IA%3D%3D,"Araruta (agutiguepe), farinha, crua (dado importado)","Araruta (agutiguepe), farinha, crua (dado importado)",Maranta arundinacea,Cereais e derivados,
149,BRC0506A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=S0%2Bcr0KKmLBtu8GU%2BRRmug%3D%3D,"Arroz à grega, c/ arroz integral, c/ sal","Arroz à grega, c/ arroz integral, c/ sal",,Cereais e derivados,
150,BRC0858A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Md4MygrjJlgR8TGSXm2%2FEA%3D%3D,"Arroz à grega, c/ arroz integral, s/ sal","Arroz à grega, c/ arroz integral, s/ sal",,Cereais e derivados,
151,BRC0503A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Y1mQde9qvVUmAbUCRN0Lzw%3D%3D,"Arroz à grega, c/ arroz polido, c/ sal","Arroz à grega, c/ arroz polido, c/ sal",,Cereais e derivados,
152,BRC0504A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=pvnTuDGvaRIW2CgP9VA2tw%3D%3D,"Arroz à grega, c/ arroz polido, s/ sal","Arroz à grega, c/ arroz polido, s/ sal",,Cereais e derivados,
153,BRC0716A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=p90RaZRMykipOewRGLVgsw%3D%3D,"Arroz ao molho pardo (arroz de cabidela), c/ arroz polido, c/ sal","Arroz ao molho pardo (arroz de cabidela), c/ arroz polido, c/ sal",,Cereais e derivados,
154,BRC1116A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=E0PdHOo6XhQ5tqzb1Ic2%2BQ%3D%3D,"Arroz basmati (jasmim), cozido, c/ óleo de soja, cebola e alho, c/ sal (dado importado)","Arroz basmati (jasmim), cozido, c/ óleo de soja, cebola e alho, c/ sal (dado importado)",,Cereais e derivados,
155,BRC0511A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=eSaLK2jbQonRA%2FrYYE3xXQ%3D%3D,"Arroz caipira, c/ arroz integral, c/ sal","Arroz caipira, c/ arroz integral, c/ sal",,Cereais e derivados,
156,BRC0512A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=Wog1TIm4v4oEIHsXpdaKNQ%3D%3D,"Arroz caipira, c/ arroz integral, s/ sal","Arroz caipira, c/ arroz integral, s/ sal",,Cereais e derivados,
157,BRC0509A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=LWh3ypo4vEXjT8EY0Yhouw%3D%3D,"Arroz caipira, c/ arroz polido, c/ sal","Arroz caipira, c/ arroz polido, c/ sal",,Cereais e derivados,
158,BRC0510A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=BjNcgNAzVyHTXVFbydrcRA%3D%3D,"Arroz caipira, c/ arroz polido, s/ sal","Arroz caipira, c/ arroz polido, s/ sal",,Cereais e derivados,
159,BRC0887A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=PhBhUurcjRQHq5MG5sSZUw%3D%3D,"Arroz carreteiro, c/ arroz polido e charque (carne seca, jaba), c/ sal, Brasil","Arroz carreteiro, c/ arroz polido e charque (carne seca, jaba), c/ sal, Brasil",,Cereais e derivados,
160,BRC0187A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=6SDjclExoH9qXvrBYYc%2Fcw%3D%3D,"Arroz carreteiro, c/ arroz polido e charque (carne seca, jaba), s/ sal, Brasil","Arroz carreteiro, c/ arroz polido e charque (carne seca, jaba), s/ sal, Brasil",,Cereais e derivados,
161,BRC0514A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=sxNCpJR6PKiTpLhc5WODrA%3D%3D,"Arroz chop suey, c/ arroz integral, c/ molho shoyu","Arroz chop suey, c/ arroz integral, c/ molho shoyu",,Cereais e derivados,
162,BRC0515A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=b8wUAB5yjjBVLGAjtq2LbQ%3D%3D,"Arroz chop suey, c/ arroz integral, s/ sal","Arroz chop suey, c/ arroz integral, s/ sal",,Cereais e derivados,
163,BRC0717A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=xHJmprPmyuAoHWwrWUbSXg%3D%3D,"Arroz chop suey, c/ arroz polido, c/ molho shoyu","Arroz chop suey, c/ arroz polido, c/ molho shoyu",,Cereais e derivados,
164,BRC0513A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=mhM8JlUVv7%2FGKzENXKd73g%3D%3D,"Arroz chop suey, c/ arroz polido, s/ sal","Arroz chop suey, c/ arroz polido, s/ sal",,Cereais e derivados,
165,BRC1025A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=IJogNqI%2BiqXSnIpSgscSbg%3D%3D,"Arroz com abobrinha, c/ óleo, cebola e alho, c/ sal","Arroz com abobrinha, c/ óleo, cebola e alho, c/ sal",,Cereais e derivados,
166,BRC1026A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=BhtISWP41eAuw4iRgIMp6A%3D%3D,"Arroz com abobrinha, c/ óleo, cebola e alho, s/ sal","Arroz com abobrinha, c/ óleo, cebola e alho, s/ sal",,Cereais e derivados,
167,BRC0931A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=zJ50TUcfEBlrqPuHuoBtsg%3D%3D,"Arroz com alho poró, c/ arroz integral, s/ sal","Arroz com alho poró, c/ arroz integral, s/ sal",,Cereais e derivados,
168,BRC0929A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=sxB0nx1qZLW5cfceQ3eTpg%3D%3D,"Arroz com alho poró, c/ arroz polido, c/ sal","Arroz com alho poró, c/ arroz polido, c/ sal",,Cereais e derivados,
169,BRC0930A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=QUDcAFNS%2FgnOuuywnGLpkA%3D%3D,"Arroz com alho poró, c/ arroz polido, s/ sal","Arroz com alho poró, c/ arroz polido, s/ sal",,Cereais e derivados,
170,BRC0547A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=9DJjJqJbOUnjlYtzH1EC%2BA%3D%3D,"Arroz com brócolis, c/ arroz integral, c/ sal","Arroz com brócolis, c/ arroz integral, c/ sal",,Cereais e derivados,
171,BRC0548A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=h6Bh%2BvPMlqkX%2FytUF1ZKsQ%3D%3D,"Arroz com brócolis, c/ arroz integral, s/ sal","Arroz com brócolis, c/ arroz integral, s/ sal",,Cereais e derivados,
172,BRC0545A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=YLXuQqT2cC5olaEsmWT7Ng%3D%3D,"Arroz com brócolis, c/ arroz polido, c/ sal","Arroz com brócolis, c/ arroz polido, c/ sal",,Cereais e derivados,
173,BRC0546A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=950x6y42w9MH3WvVVINnpQ%3D%3D,"Arroz com brócolis, c/ arroz polido, s/ sal","Arroz com brócolis, c/ arroz polido, s/ sal",,Cereais e derivados,
174,BRC1029A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=4%2F9QCRfjxZjt9s1jHSabng%3D%3D,"Arroz com carne bovina, c/ arroz polido, c/ sal","Arroz com carne bovina, c/ arroz polido, c/ sal",,Cereais e derivados,
175,BRC1030A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=B%2FcTm8kXMotHSPfbFfO%2Fkg%3D%3D,"Arroz com carne bovina, c/ arroz polido, s/ sal","Arroz com carne bovina, c/ arroz polido, s/ sal",,Cereais e derivados,
176,BRC1027A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=wNOSzdUTTYHI8zaTJALNsg%3D%3D,"Arroz com cenoura, c/ óleo, cebola e alho, c/ sal","Arroz com cenoura, c/ óleo, cebola e alho, c/ sal",,Cereais e derivados,
177,BRC1028A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=aRdzfeA2l8PWoGR3M1sI7Q%3D%3D,"Arroz com cenoura, c/ óleo, cebola e alho, s/ sal","Arroz com cenoura, c/ óleo, cebola e alho, s/ sal",,Cereais e derivados,
178,BRC0539A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=VRV6ETTJ6LUzV%2F1NHK7i9g%3D%3D,"Arroz com coco, c/ arroz polido, c/ sal","Arroz com coco, c/ arroz polido, c/ sal",,Cereais e derivados,
179,BRC0540A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=shq8KVpEJewOTJ8PGjNpSg%3D%3D,"Arroz com coco, c/ arroz polido, s/ sal","Arroz com coco, c/ arroz polido, s/ sal",,Cereais e derivados,
180,BRC0551A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=XrVlKF1L2nRdPDxpAS2%2FhQ%3D%3D,"Arroz com couve, c/ arroz integral, c/ sal","Arroz com couve, c/ arroz integral, c/ sal",,Cereais e derivados,
181,BRC0552A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=tIF9kWYg4mUMPDl6bLi%2BPw%3D%3D,"Arroz com couve, c/ arroz integral, s/ sal","Arroz com couve, c/ arroz integral, s/ sal",,Cereais e derivados,
182,BRC0549A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=rY4vYYJVyJrqSu%2BrkLn9lQ%3D%3D,"Arroz com couve, c/ arroz polido, c/ sal","Arroz com couve, c/ arroz polido, c/ sal",,Cereais e derivados,
183,BRC0550A,int_composicao_alimentos.php?n0REd3kv7e86D%2BViXWYUnQ%3D%3D=uPRp1eGrjFX%2BfvYV%2FPVT1w%3D%3D,"Arroz com couve, c/ arroz polido, s/ sal","Arroz com couve, c/ arroz polido, s/ sal",,Cereais e derivados,
